#           k/h    P           
    0.58104E-05    0.48185E+01
    0.64215E-05    0.53053E+01
    0.70968E-05    0.58413E+01
    0.78432E-05    0.64314E+01
    0.86681E-05    0.70811E+01
    0.95797E-05    0.77965E+01
    0.10587E-04    0.85841E+01
    0.11701E-04    0.94513E+01
    0.12931E-04    0.10406E+02
    0.14291E-04    0.11457E+02
    0.15794E-04    0.12615E+02
    0.17455E-04    0.13889E+02
    0.19291E-04    0.15292E+02
    0.21320E-04    0.16837E+02
    0.23562E-04    0.18538E+02
    0.26040E-04    0.20411E+02
    0.28779E-04    0.22473E+02
    0.31806E-04    0.24743E+02
    0.35151E-04    0.27242E+02
    0.38848E-04    0.29994E+02
    0.42933E-04    0.33024E+02
    0.47449E-04    0.36360E+02
    0.52439E-04    0.40033E+02
    0.57954E-04    0.44077E+02
    0.64049E-04    0.48529E+02
    0.70785E-04    0.53430E+02
    0.78230E-04    0.58827E+02
    0.86457E-04    0.64768E+02
    0.95550E-04    0.71309E+02
    0.10560E-03    0.78510E+02
    0.11671E-03    0.86437E+02
    0.12898E-03    0.95164E+02
    0.14254E-03    0.10477E+03
    0.15754E-03    0.11535E+03
    0.17410E-03    0.12699E+03
    0.19241E-03    0.13980E+03
    0.21265E-03    0.15390E+03
    0.23502E-03    0.16941E+03
    0.25973E-03    0.18649E+03
    0.28705E-03    0.20527E+03
    0.31724E-03    0.22593E+03
    0.35060E-03    0.24866E+03
    0.38747E-03    0.27364E+03
    0.42823E-03    0.30111E+03
    0.47326E-03    0.33129E+03
    0.52304E-03    0.36444E+03
    0.57804E-03    0.40083E+03
    0.63884E-03    0.44076E+03
    0.70603E-03    0.48454E+03
    0.78028E-03    0.53251E+03
    0.86234E-03    0.58502E+03
    0.95303E-03    0.64242E+03
    0.10533E-02    0.70511E+03
    0.11640E-02    0.77347E+03
    0.12865E-02    0.84790E+03
    0.14218E-02    0.92877E+03
    0.15713E-02    0.10165E+04
    0.17365E-02    0.11114E+04
    0.19192E-02    0.12138E+04
    0.21210E-02    0.13239E+04
    0.23441E-02    0.14420E+04
    0.25906E-02    0.15683E+04
    0.28631E-02    0.17026E+04
    0.31642E-02    0.18450E+04
    0.34970E-02    0.19951E+04
    0.38647E-02    0.21526E+04
    0.42712E-02    0.23168E+04
    0.47204E-02    0.24869E+04
    0.52169E-02    0.26616E+04
    0.57655E-02    0.28396E+04
    0.63719E-02    0.30190E+04
    0.70420E-02    0.31976E+04
    0.77826E-02    0.33727E+04
    0.86011E-02    0.35412E+04
    0.95057E-02    0.36994E+04
    0.10505E-01    0.38433E+04
    0.11610E-01    0.39683E+04
    0.12831E-01    0.40693E+04
    0.14181E-01    0.41410E+04
    0.15672E-01    0.41778E+04
    0.17321E-01    0.41745E+04
    0.19142E-01    0.41266E+04
    0.21155E-01    0.40309E+04
    0.23380E-01    0.38865E+04
    0.25839E-01    0.36956E+04
    0.28557E-01    0.34647E+04
    0.31560E-01    0.32045E+04
    0.34879E-01    0.29300E+04
    0.38548E-01    0.26587E+04
    0.42602E-01    0.24086E+04
    0.47082E-01    0.21935E+04
    0.52034E-01    0.20193E+04
    0.57506E-01    0.18802E+04
    0.63554E-01    0.17562E+04
    0.70238E-01    0.16181E+04
    0.77625E-01    0.14419E+04
    0.85789E-01    0.12300E+04
    0.94812E-01    0.10196E+04
    0.10478E+00    0.85871E+03
    0.11580E+00    0.76327E+03
    0.12798E+00    0.69589E+03
    0.14144E+00    0.60031E+03
    0.15632E+00    0.48153E+03
    0.17276E+00    0.39880E+03
    0.19093E+00    0.35440E+03
    0.21101E+00    0.29556E+03
    0.23320E+00    0.23692E+03
    0.25773E+00    0.20376E+03
    0.28483E+00    0.16573E+03
    0.31479E+00    0.13674E+03
    0.34789E+00    0.11222E+03
    0.38448E+00    0.91735E+02
    0.42492E+00    0.74456E+02
    0.46961E+00    0.60615E+02
    0.51900E+00    0.48983E+02
    0.57358E+00    0.39490E+02
    0.63390E+00    0.31764E+02
    0.70057E+00    0.25480E+02
    0.77425E+00    0.20387E+02
    0.85568E+00    0.16270E+02
    0.94567E+00    0.12955E+02
    0.10451E+01    0.10292E+02
    0.11550E+01    0.81589E+01
    0.12765E+01    0.64550E+01
    0.14108E+01    0.50971E+01
    0.15591E+01    0.40173E+01
    0.17231E+01    0.31607E+01
    0.19043E+01    0.24826E+01
    0.21046E+01    0.19468E+01
    0.23260E+01    0.15242E+01
    0.25706E+01    0.11916E+01
    0.28410E+01    0.93030E+00
    0.31397E+01    0.72529E+00
    0.34700E+01    0.56472E+00
    0.38349E+01    0.43914E+00
    0.42382E+01    0.34108E+00
    0.46839E+01    0.26461E+00
    0.51766E+01    0.20506E+00
    0.57210E+01    0.15874E+00
    0.63227E+01    0.12275E+00
    0.69876E+01    0.94834E-01
    0.77225E+01    0.73194E-01
    0.85347E+01    0.56440E-01
    0.94323E+01    0.43483E-01
    0.10424E+02    0.33472E-01
    0.11521E+02    0.25744E-01
    0.12732E+02    0.19784E-01
    0.14071E+02    0.15193E-01
    0.15551E+02    0.11658E-01
    0.17187E+02    0.89392E-02
    0.18994E+02    0.68496E-02
    0.20992E+02    0.52449E-02
    0.23200E+02    0.40134E-02
    0.25640E+02    0.30690E-02
    0.28336E+02    0.23454E-02
    0.31316E+02    0.17912E-02
    0.34610E+02    0.13672E-02
    0.38250E+02    0.10429E-02
    0.42273E+02    0.79498E-03
    0.46718E+02    0.60565E-03
    0.51632E+02    0.46112E-03
