#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.581041E-05   0.298770E+06   0.298770E+06   0.398359E+06   0.398359E+06   0.342246E+06   0.299433E+06   0.298770E+06   0.304991E+06  -0.603908E+00   0.297474E+06   0.297474E+06   0.176310E+00
   0.642149E-05   0.298770E+06   0.298770E+06   0.398359E+06   0.398359E+06   0.342246E+06   0.299433E+06   0.298770E+06   0.304991E+06  -0.603908E+00   0.297474E+06   0.297474E+06   0.194853E+00
   0.709685E-05   0.298770E+06   0.298770E+06   0.398359E+06   0.398358E+06   0.342246E+06   0.299433E+06   0.298770E+06   0.304991E+06  -0.603908E+00   0.297474E+06   0.297474E+06   0.215345E+00
   0.784323E-05   0.298770E+06   0.298770E+06   0.398358E+06   0.398358E+06   0.342246E+06   0.299433E+06   0.298770E+06   0.304991E+06  -0.603908E+00   0.297474E+06   0.297474E+06   0.237994E+00
   0.866811E-05   0.298770E+06   0.298770E+06   0.398358E+06   0.398358E+06   0.342246E+06   0.299433E+06   0.298770E+06   0.304991E+06  -0.603908E+00   0.297474E+06   0.297474E+06   0.263023E+00
   0.957974E-05   0.298770E+06   0.298770E+06   0.398358E+06   0.398358E+06   0.342245E+06   0.299433E+06   0.298770E+06   0.304991E+06  -0.603908E+00   0.297474E+06   0.297474E+06   0.290686E+00
   0.105873E-04   0.298770E+06   0.298770E+06   0.398357E+06   0.398357E+06   0.342245E+06   0.299433E+06   0.298770E+06   0.304991E+06  -0.603908E+00   0.297474E+06   0.297474E+06   0.321258E+00
   0.117007E-04   0.298770E+06   0.298770E+06   0.398357E+06   0.398356E+06   0.342245E+06   0.299433E+06   0.298770E+06   0.304990E+06  -0.603908E+00   0.297474E+06   0.297474E+06   0.355044E+00
   0.129313E-04   0.298770E+06   0.298770E+06   0.398356E+06   0.398356E+06   0.342244E+06   0.299433E+06   0.298770E+06   0.304990E+06  -0.603908E+00   0.297474E+06   0.297474E+06   0.392385E+00
   0.142913E-04   0.298770E+06   0.298770E+06   0.398355E+06   0.398355E+06   0.342244E+06   0.299433E+06   0.298770E+06   0.304990E+06  -0.603908E+00   0.297474E+06   0.297474E+06   0.433652E+00
   0.157943E-04   0.298770E+06   0.298770E+06   0.398354E+06   0.398354E+06   0.342243E+06   0.299433E+06   0.298770E+06   0.304990E+06  -0.603907E+00   0.297474E+06   0.297474E+06   0.479260E+00
   0.174554E-04   0.298770E+06   0.298769E+06   0.398353E+06   0.398353E+06   0.342242E+06   0.299433E+06   0.298770E+06   0.304990E+06  -0.603907E+00   0.297474E+06   0.297474E+06   0.529664E+00
   0.192912E-04   0.298769E+06   0.298769E+06   0.398352E+06   0.398351E+06   0.342241E+06   0.299433E+06   0.298769E+06   0.304990E+06  -0.603907E+00   0.297474E+06   0.297474E+06   0.585369E+00
   0.213201E-04   0.298769E+06   0.298769E+06   0.398350E+06   0.398349E+06   0.342240E+06   0.299433E+06   0.298769E+06   0.304990E+06  -0.603907E+00   0.297473E+06   0.297473E+06   0.646932E+00
   0.235624E-04   0.298769E+06   0.298769E+06   0.398348E+06   0.398347E+06   0.342238E+06   0.299433E+06   0.298769E+06   0.304990E+06  -0.603907E+00   0.297473E+06   0.297473E+06   0.714970E+00
   0.260404E-04   0.298769E+06   0.298769E+06   0.398345E+06   0.398344E+06   0.342236E+06   0.299433E+06   0.298769E+06   0.304990E+06  -0.603906E+00   0.297473E+06   0.297473E+06   0.790164E+00
   0.287791E-04   0.298769E+06   0.298769E+06   0.398342E+06   0.398341E+06   0.342234E+06   0.299432E+06   0.298769E+06   0.304990E+06  -0.603906E+00   0.297473E+06   0.297473E+06   0.873266E+00
   0.318059E-04   0.298769E+06   0.298769E+06   0.398338E+06   0.398336E+06   0.342231E+06   0.299432E+06   0.298769E+06   0.304989E+06  -0.603905E+00   0.297473E+06   0.297473E+06   0.965108E+00
   0.351509E-04   0.298769E+06   0.298769E+06   0.398334E+06   0.398331E+06   0.342228E+06   0.299432E+06   0.298769E+06   0.304989E+06  -0.603905E+00   0.297473E+06   0.297473E+06   0.106661E+01
   0.388478E-04   0.298769E+06   0.298768E+06   0.398328E+06   0.398325E+06   0.342224E+06   0.299432E+06   0.298768E+06   0.304989E+06  -0.603904E+00   0.297473E+06   0.297473E+06   0.117878E+01
   0.429334E-04   0.298768E+06   0.298768E+06   0.398321E+06   0.398317E+06   0.342219E+06   0.299431E+06   0.298768E+06   0.304988E+06  -0.603903E+00   0.297472E+06   0.297472E+06   0.130275E+01
   0.474488E-04   0.298768E+06   0.298768E+06   0.398312E+06   0.398308E+06   0.342212E+06   0.299431E+06   0.298768E+06   0.304988E+06  -0.603902E+00   0.297472E+06   0.297472E+06   0.143976E+01
   0.524390E-04   0.298768E+06   0.298767E+06   0.398302E+06   0.398297E+06   0.342205E+06   0.299430E+06   0.298768E+06   0.304987E+06  -0.603900E+00   0.297472E+06   0.297472E+06   0.159118E+01
   0.579541E-04   0.298767E+06   0.298767E+06   0.398289E+06   0.398283E+06   0.342196E+06   0.299430E+06   0.298767E+06   0.304986E+06  -0.603899E+00   0.297471E+06   0.297471E+06   0.175852E+01
   0.640491E-04   0.298766E+06   0.298766E+06   0.398273E+06   0.398266E+06   0.342184E+06   0.299429E+06   0.298766E+06   0.304985E+06  -0.603897E+00   0.297470E+06   0.297470E+06   0.194346E+01
   0.707853E-04   0.298766E+06   0.298765E+06   0.398254E+06   0.398245E+06   0.342170E+06   0.299428E+06   0.298766E+06   0.304984E+06  -0.603894E+00   0.297470E+06   0.297470E+06   0.214785E+01
   0.782298E-04   0.298765E+06   0.298764E+06   0.398231E+06   0.398220E+06   0.342153E+06   0.299427E+06   0.298765E+06   0.304983E+06  -0.603891E+00   0.297469E+06   0.297469E+06   0.237373E+01
   0.864573E-04   0.298764E+06   0.298763E+06   0.398203E+06   0.398189E+06   0.342133E+06   0.299426E+06   0.298764E+06   0.304981E+06  -0.603887E+00   0.297468E+06   0.297468E+06   0.262336E+01
   0.955501E-04   0.298762E+06   0.298762E+06   0.398168E+06   0.398151E+06   0.342107E+06   0.299424E+06   0.298762E+06   0.304979E+06  -0.603883E+00   0.297466E+06   0.297466E+06   0.289925E+01
   0.105599E-03   0.298761E+06   0.298760E+06   0.398126E+06   0.398105E+06   0.342077E+06   0.299422E+06   0.298761E+06   0.304976E+06  -0.603877E+00   0.297465E+06   0.297464E+06   0.320414E+01
   0.116705E-03   0.298759E+06   0.298758E+06   0.398074E+06   0.398048E+06   0.342039E+06   0.299419E+06   0.298759E+06   0.304973E+06  -0.603871E+00   0.297463E+06   0.297462E+06   0.354108E+01
   0.128979E-03   0.298757E+06   0.298755E+06   0.398010E+06   0.397979E+06   0.341993E+06   0.299416E+06   0.298756E+06   0.304969E+06  -0.603862E+00   0.297460E+06   0.297460E+06   0.391345E+01
   0.142544E-03   0.298754E+06   0.298752E+06   0.397933E+06   0.397895E+06   0.341937E+06   0.299412E+06   0.298753E+06   0.304964E+06  -0.603852E+00   0.297457E+06   0.297457E+06   0.432497E+01
   0.157535E-03   0.298750E+06   0.298748E+06   0.397839E+06   0.397792E+06   0.341868E+06   0.299408E+06   0.298750E+06   0.304958E+06  -0.603840E+00   0.297453E+06   0.297453E+06   0.477974E+01
   0.174104E-03   0.298746E+06   0.298743E+06   0.397724E+06   0.397667E+06   0.341784E+06   0.299402E+06   0.298745E+06   0.304951E+06  -0.603825E+00   0.297449E+06   0.297448E+06   0.528231E+01
   0.192414E-03   0.298740E+06   0.298737E+06   0.397583E+06   0.397513E+06   0.341682E+06   0.299395E+06   0.298740E+06   0.304942E+06  -0.603806E+00   0.297443E+06   0.297443E+06   0.583770E+01
   0.212651E-03   0.298734E+06   0.298730E+06   0.397411E+06   0.397326E+06   0.341557E+06   0.299387E+06   0.298733E+06   0.304931E+06  -0.603783E+00   0.297437E+06   0.297436E+06   0.645144E+01
