#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.581041E-05   0.313080E+07   0.313080E+07   0.417431E+07   0.417431E+07   0.314053E+07   0.313091E+07   0.313080E+07   0.313669E+07  -0.599948E+00   0.312179E+07   0.312179E+07   0.226461E-01
   0.642149E-05   0.313080E+07   0.313080E+07   0.417429E+07   0.417429E+07   0.314053E+07   0.313091E+07   0.313080E+07   0.313669E+07  -0.599948E+00   0.312179E+07   0.312179E+07   0.250278E-01
   0.709685E-05   0.313080E+07   0.313080E+07   0.417426E+07   0.417426E+07   0.314053E+07   0.313091E+07   0.313080E+07   0.313669E+07  -0.599948E+00   0.312179E+07   0.312179E+07   0.276600E-01
   0.784323E-05   0.313080E+07   0.313080E+07   0.417423E+07   0.417423E+07   0.314052E+07   0.313091E+07   0.313080E+07   0.313669E+07  -0.599948E+00   0.312179E+07   0.312179E+07   0.305690E-01
   0.866811E-05   0.313080E+07   0.313080E+07   0.417419E+07   0.417419E+07   0.314052E+07   0.313091E+07   0.313080E+07   0.313669E+07  -0.599948E+00   0.312179E+07   0.312179E+07   0.337840E-01
   0.957974E-05   0.313080E+07   0.313080E+07   0.417415E+07   0.417414E+07   0.314052E+07   0.313091E+07   0.313080E+07   0.313669E+07  -0.599948E+00   0.312179E+07   0.312179E+07   0.373371E-01
   0.105873E-04   0.313080E+07   0.313080E+07   0.417409E+07   0.417409E+07   0.314051E+07   0.313091E+07   0.313080E+07   0.313669E+07  -0.599948E+00   0.312179E+07   0.312179E+07   0.412638E-01
   0.117007E-04   0.313080E+07   0.313080E+07   0.417402E+07   0.417401E+07   0.314051E+07   0.313091E+07   0.313080E+07   0.313668E+07  -0.599948E+00   0.312179E+07   0.312179E+07   0.456035E-01
   0.129313E-04   0.313080E+07   0.313080E+07   0.417393E+07   0.417393E+07   0.314050E+07   0.313091E+07   0.313080E+07   0.313668E+07  -0.599947E+00   0.312179E+07   0.312179E+07   0.503996E-01
   0.142913E-04   0.313080E+07   0.313080E+07   0.417383E+07   0.417382E+07   0.314049E+07   0.313091E+07   0.313080E+07   0.313668E+07  -0.599947E+00   0.312179E+07   0.312179E+07   0.557001E-01
   0.157943E-04   0.313080E+07   0.313080E+07   0.417370E+07   0.417369E+07   0.314048E+07   0.313091E+07   0.313080E+07   0.313668E+07  -0.599947E+00   0.312179E+07   0.312179E+07   0.615580E-01
   0.174554E-04   0.313080E+07   0.313080E+07   0.417354E+07   0.417354E+07   0.314047E+07   0.313091E+07   0.313080E+07   0.313668E+07  -0.599947E+00   0.312179E+07   0.312179E+07   0.680319E-01
   0.192912E-04   0.313080E+07   0.313080E+07   0.417335E+07   0.417334E+07   0.314046E+07   0.313090E+07   0.313080E+07   0.313668E+07  -0.599946E+00   0.312179E+07   0.312179E+07   0.751867E-01
   0.213201E-04   0.313079E+07   0.313079E+07   0.417312E+07   0.417311E+07   0.314044E+07   0.313090E+07   0.313079E+07   0.313668E+07  -0.599946E+00   0.312178E+07   0.312178E+07   0.830938E-01
   0.235624E-04   0.313079E+07   0.313079E+07   0.417284E+07   0.417282E+07   0.314042E+07   0.313090E+07   0.313079E+07   0.313667E+07  -0.599945E+00   0.312178E+07   0.312178E+07   0.918325E-01
   0.260404E-04   0.313079E+07   0.313079E+07   0.417249E+07   0.417247E+07   0.314039E+07   0.313090E+07   0.313079E+07   0.313667E+07  -0.599945E+00   0.312178E+07   0.312178E+07   0.101490E+00
   0.287791E-04   0.313079E+07   0.313079E+07   0.417206E+07   0.417204E+07   0.314036E+07   0.313089E+07   0.313079E+07   0.313667E+07  -0.599944E+00   0.312178E+07   0.312178E+07   0.112163E+00
   0.318059E-04   0.313078E+07   0.313078E+07   0.417155E+07   0.417152E+07   0.314032E+07   0.313089E+07   0.313078E+07   0.313666E+07  -0.599943E+00   0.312177E+07   0.312177E+07   0.123958E+00
   0.351509E-04   0.313078E+07   0.313078E+07   0.417091E+07   0.417088E+07   0.314027E+07   0.313088E+07   0.313078E+07   0.313665E+07  -0.599942E+00   0.312177E+07   0.312177E+07   0.136994E+00
   0.388478E-04   0.313077E+07   0.313077E+07   0.417014E+07   0.417010E+07   0.314022E+07   0.313088E+07   0.313077E+07   0.313665E+07  -0.599940E+00   0.312176E+07   0.312176E+07   0.151400E+00
   0.429334E-04   0.313076E+07   0.313076E+07   0.416920E+07   0.416915E+07   0.314014E+07   0.313087E+07   0.313076E+07   0.313664E+07  -0.599938E+00   0.312175E+07   0.312175E+07   0.167320E+00
   0.474488E-04   0.313076E+07   0.313075E+07   0.416804E+07   0.416798E+07   0.314006E+07   0.313086E+07   0.313076E+07   0.313663E+07  -0.599936E+00   0.312174E+07   0.312174E+07   0.184914E+00
   0.524390E-04   0.313074E+07   0.313074E+07   0.416664E+07   0.416656E+07   0.313995E+07   0.313085E+07   0.313074E+07   0.313661E+07  -0.599933E+00   0.312173E+07   0.312173E+07   0.204357E+00
   0.579541E-04   0.313073E+07   0.313073E+07   0.416492E+07   0.416483E+07   0.313982E+07   0.313083E+07   0.313073E+07   0.313660E+07  -0.599930E+00   0.312172E+07   0.312172E+07   0.225844E+00
   0.640491E-04   0.313071E+07   0.313071E+07   0.416282E+07   0.416271E+07   0.313967E+07   0.313082E+07   0.313071E+07   0.313657E+07  -0.599926E+00   0.312170E+07   0.312170E+07   0.249588E+00
   0.707853E-04   0.313070E+07   0.313069E+07   0.416026E+07   0.416012E+07   0.313947E+07   0.313079E+07   0.313070E+07   0.313655E+07  -0.599921E+00   0.312168E+07   0.312168E+07   0.275827E+00
   0.782298E-04   0.313067E+07   0.313067E+07   0.415713E+07   0.415697E+07   0.313924E+07   0.313077E+07   0.313067E+07   0.313652E+07  -0.599915E+00   0.312166E+07   0.312165E+07   0.304821E+00
   0.864573E-04   0.313064E+07   0.313064E+07   0.415332E+07   0.415312E+07   0.313895E+07   0.313074E+07   0.313064E+07   0.313648E+07  -0.599907E+00   0.312162E+07   0.312162E+07   0.336859E+00
   0.955501E-04   0.313061E+07   0.313060E+07   0.414866E+07   0.414842E+07   0.313860E+07   0.313070E+07   0.313061E+07   0.313643E+07  -0.599898E+00   0.312159E+07   0.312159E+07   0.372260E+00
   0.105599E-03   0.313056E+07   0.313056E+07   0.414298E+07   0.414268E+07   0.313817E+07   0.313065E+07   0.313056E+07   0.313638E+07  -0.599887E+00   0.312154E+07   0.312154E+07   0.411375E+00
   0.116705E-03   0.313051E+07   0.313051E+07   0.413605E+07   0.413569E+07   0.313765E+07   0.313059E+07   0.313051E+07   0.313631E+07  -0.599873E+00   0.312148E+07   0.312148E+07   0.454591E+00
   0.128979E-03   0.313044E+07   0.313044E+07   0.412760E+07   0.412717E+07   0.313701E+07   0.313052E+07   0.313044E+07   0.313623E+07  -0.599856E+00   0.312142E+07   0.312142E+07   0.502335E+00
   0.142544E-03   0.313036E+07   0.313036E+07   0.411731E+07   0.411678E+07   0.313623E+07   0.313043E+07   0.313036E+07   0.313612E+07  -0.599836E+00   0.312133E+07   0.312133E+07   0.555078E+00
   0.157535E-03   0.313026E+07   0.313026E+07   0.410477E+07   0.410412E+07   0.313528E+07   0.313032E+07   0.313026E+07   0.313600E+07  -0.599811E+00   0.312123E+07   0.312123E+07   0.613337E+00
   0.174104E-03   0.313015E+07   0.313014E+07   0.408950E+07   0.408871E+07   0.313411E+07   0.313019E+07   0.313014E+07   0.313585E+07  -0.599781E+00   0.312111E+07   0.312111E+07   0.677681E+00
   0.192414E-03   0.313000E+07   0.313000E+07   0.407092E+07   0.406996E+07   0.313270E+07   0.313003E+07   0.313000E+07   0.313566E+07  -0.599744E+00   0.312095E+07   0.312095E+07   0.748736E+00
   0.212651E-03   0.312982E+07   0.312982E+07   0.404833E+07   0.404717E+07   0.313097E+07   0.312983E+07   0.312982E+07   0.313544E+07  -0.599699E+00   0.312077E+07   0.312077E+07   0.827189E+00
   0.235015E-03   0.312961E+07   0.312960E+07   0.402090E+07   0.401949E+07   0.312886E+07   0.312960E+07   0.312960E+07   0.313516E+07  -0.599644E+00   0.312054E+07   0.312054E+07   0.913791E+00
   0.259732E-03   0.312934E+07   0.312933E+07   0.398763E+07   0.398593E+07   0.312628E+07   0.312931E+07   0.312934E+07   0.313482E+07  -0.599577E+00   0.312026E+07   0.312026E+07   0.100937E+01
   0.287048E-03   0.312902E+07   0.312901E+07   0.394734E+07   0.394530E+07   0.312315E+07   0.312895E+07   0.312902E+07   0.313441E+07  -0.599495E+00   0.311993E+07   0.311993E+07   0.111481E+01
   0.317237E-03   0.312862E+07   0.312861E+07   0.389866E+07   0.389620E+07   0.311933E+07   0.312852E+07   0.312862E+07   0.313391E+07  -0.599396E+00   0.311952E+07   0.311951E+07   0.123109E+01
   0.350602E-03   0.312815E+07   0.312813E+07   0.383995E+07   0.383700E+07   0.311468E+07   0.312799E+07   0.312814E+07   0.313330E+07  -0.599275E+00   0.311901E+07   0.311901E+07   0.135928E+01
   0.387475E-03   0.312756E+07   0.312754E+07   0.376937E+07   0.376585E+07   0.310902E+07   0.312735E+07   0.312756E+07   0.313256E+07  -0.599128E+00   0.311840E+07   0.311840E+07   0.150051E+01
   0.428226E-03   0.312685E+07   0.312683E+07   0.368480E+07   0.368064E+07   0.310214E+07   0.312657E+07   0.312685E+07   0.313166E+07  -0.598949E+00   0.311766E+07   0.311765E+07   0.165600E+01
