#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.704202E-02   0.530856E+07   0.530357E+07   0.305738E+05   0.307359E+05   0.287227E+07   0.528036E+07   0.530778E+07   0.528039E+07  -0.504087E+00   0.519232E+07   0.519215E+07   0.922769E+01
   0.778264E-02   0.519810E+07   0.519210E+07   0.228941E+05   0.229071E+05   0.265226E+07   0.516852E+07   0.519717E+07   0.516853E+07  -0.493407E+00   0.508306E+07   0.508285E+07   0.991179E+01
   0.860115E-02   0.507839E+07   0.507119E+07   0.184523E+05   0.183633E+05   0.243119E+07   0.504748E+07   0.507727E+07   0.504749E+07  -0.481851E+00   0.496475E+07   0.496451E+07   0.106290E+02
   0.950573E-02   0.494903E+07   0.494041E+07   0.164962E+05   0.155475E+05   0.221547E+07   0.491692E+07   0.494768E+07   0.491693E+07  -0.469386E+00   0.483704E+07   0.483676E+07   0.113750E+02
   0.105055E-01   0.480964E+07   0.479934E+07   0.126522E+05   0.122517E+05   0.200684E+07   0.477649E+07   0.480803E+07   0.477650E+07  -0.455978E+00   0.469958E+07   0.469925E+07   0.121428E+02
   0.116103E-01   0.465986E+07   0.464761E+07   0.945581E+04   0.955583E+04   0.180303E+07   0.462580E+07   0.465795E+07   0.462581E+07  -0.441592E+00   0.455201E+07   0.455162E+07   0.129222E+02
   0.128314E-01   0.449932E+07   0.448481E+07   0.688815E+04   0.757705E+04   0.160674E+07   0.446452E+07   0.449706E+07   0.446452E+07  -0.426194E+00   0.439396E+07   0.439350E+07   0.136986E+02
   0.141809E-01   0.432772E+07   0.431062E+07   0.558580E+04   0.609488E+04   0.142022E+07   0.429234E+07   0.432505E+07   0.429235E+07  -0.409757E+00   0.422514E+07   0.422460E+07   0.144519E+02
   0.156723E-01   0.414485E+07   0.412482E+07   0.517616E+04   0.478992E+04   0.124511E+07   0.410911E+07   0.414172E+07   0.410911E+07  -0.392264E+00   0.404536E+07   0.404474E+07   0.151559E+02
   0.173206E-01   0.395069E+07   0.392740E+07   0.348250E+04   0.352081E+04   0.108043E+07   0.391478E+07   0.394705E+07   0.391478E+07  -0.373712E+00   0.385461E+07   0.385389E+07   0.157766E+02
   0.191422E-01   0.374548E+07   0.371864E+07   0.280603E+04   0.290495E+04   0.928814E+06   0.370962E+07   0.374129E+07   0.370963E+07  -0.354128E+00   0.365312E+07   0.365230E+07   0.162717E+02
   0.211554E-01   0.352989E+07   0.349930E+07   0.247909E+04   0.211562E+04   0.789629E+06   0.349432E+07   0.352512E+07   0.349432E+07  -0.333574E+00   0.344156E+07   0.344064E+07   0.165907E+02
   0.233803E-01   0.330520E+07   0.327081E+07   0.156884E+04   0.162784E+04   0.664291E+06   0.327016E+07   0.329983E+07   0.327016E+07  -0.312175E+00   0.322121E+07   0.322019E+07   0.166756E+02
   0.258393E-01   0.307349E+07   0.303546E+07   0.153026E+04   0.123791E+04   0.552242E+06   0.303923E+07   0.306755E+07   0.303924E+07  -0.290130E+00   0.299411E+07   0.299300E+07   0.164642E+02
   0.285568E-01   0.283786E+07   0.279666E+07   0.944148E+03   0.937986E+03   0.454060E+06   0.280466E+07   0.283143E+07   0.280466E+07  -0.267737E+00   0.276335E+07   0.276216E+07   0.158963E+02
   0.315601E-01   0.260257E+07   0.255906E+07   0.840781E+03   0.739092E+03   0.369107E+06   0.257071E+07   0.259578E+07   0.257071E+07  -0.245403E+00   0.253312E+07   0.253189E+07   0.149230E+02
   0.348794E-01   0.237300E+07   0.232847E+07   0.566579E+03   0.540398E+03   0.296972E+06   0.234275E+07   0.236605E+07   0.234275E+07  -0.223642E+00   0.230873E+07   0.230750E+07   0.135210E+02
   0.385477E-01   0.215530E+07   0.211148E+07   0.422309E+03   0.401372E+03   0.237076E+06   0.212694E+07   0.214846E+07   0.212694E+07  -0.203041E+00   0.209625E+07   0.209507E+07   0.117102E+02
   0.426017E-01   0.195563E+07   0.191454E+07   0.264631E+03   0.303787E+03   0.188371E+06   0.192939E+07   0.194922E+07   0.192939E+07  -0.184182E+00   0.190170E+07   0.190063E+07   0.957243E+01
   0.470822E-01   0.177874E+07   0.174243E+07   0.210918E+03   0.220826E+03   0.149445E+06   0.175479E+07   0.177307E+07   0.175479E+07  -0.167515E+00   0.172972E+07   0.172883E+07   0.726474E+01
   0.520339E-01   0.162626E+07   0.159635E+07   0.158419E+03   0.166787E+03   0.118758E+06   0.160467E+07   0.162159E+07   0.160467E+07  -0.153184E+00   0.158182E+07   0.158114E+07   0.501724E+01
   0.575064E-01   0.149500E+07   0.147210E+07   0.100915E+03   0.123906E+03   0.945740E+05   0.147570E+07   0.149143E+07   0.147570E+07  -0.140872E+00   0.145475E+07   0.145428E+07   0.310286E+01
   0.635544E-01   0.137649E+07   0.135973E+07   0.102988E+03   0.944913E+02   0.751463E+05   0.135925E+07   0.137387E+07   0.135925E+07  -0.129756E+00   0.134000E+07   0.133971E+07   0.177079E+01
   0.702384E-01   0.125897E+07   0.124598E+07   0.497572E+02   0.694293E+02   0.591145E+05   0.124346E+07   0.125694E+07   0.124346E+07  -0.118702E+00   0.122589E+07   0.122568E+07   0.114778E+01
   0.776255E-01   0.113282E+07   0.112045E+07   0.504782E+02   0.514463E+02   0.455772E+05   0.111867E+07   0.113089E+07   0.111867E+07  -0.106790E+00   0.110293E+07   0.110269E+07   0.114555E+01
   0.857894E-01   0.997725E+06   0.983552E+06   0.403417E+02   0.364050E+02   0.342767E+05   0.984691E+06   0.995513E+06   0.984691E+06  -0.939997E-01   0.970882E+06   0.970559E+06   0.144177E+01
   0.948120E-01   0.866385E+06   0.850378E+06   0.302814E+02   0.264813E+02   0.253363E+05   0.854446E+06   0.863886E+06   0.854446E+06  -0.815663E-01   0.842508E+06   0.842110E+06   0.160642E+01
   0.104783E+00   0.757980E+06   0.742731E+06   0.232295E+02   0.194260E+02   0.188220E+05   0.747305E+06   0.755600E+06   0.747305E+06  -0.713385E-01   0.736888E+06   0.736514E+06   0.136529E+01
   0.115804E+00   0.680735E+06   0.669262E+06   0.127237E+02   0.143171E+02   0.143260E+05   0.671462E+06   0.678944E+06   0.671462E+06  -0.640984E-01   0.662104E+06   0.661853E+06   0.828339E+00
   0.127983E+00   0.619037E+06   0.611486E+06   0.873852E+01   0.106234E+02   0.110145E+05   0.611026E+06   0.617858E+06   0.611026E+06  -0.583292E-01   0.602509E+06   0.602373E+06   0.405238E+00
   0.141443E+00   0.547977E+06   0.541245E+06   0.766052E+01   0.770106E+01   0.821727E+04   0.540861E+06   0.546926E+06   0.540861E+06  -0.516312E-01   0.533333E+06   0.533201E+06   0.355608E+00
   0.156318E+00   0.468088E+06   0.460106E+06   0.405415E+01   0.542335E+01   0.589740E+04   0.461653E+06   0.466842E+06   0.461653E+06  -0.440698E-01   0.455245E+06   0.455058E+06   0.459122E+00
   0.172759E+00   0.406038E+06   0.398764E+06   0.419916E+01   0.357740E+01   0.429121E+04   0.400393E+06   0.404903E+06   0.400393E+06  -0.382219E-01   0.394842E+06   0.394674E+06   0.370661E+00
   0.190928E+00   0.364543E+06   0.359640E+06   0.327446E+01   0.269068E+01   0.322791E+04   0.359719E+06   0.363778E+06   0.359719E+06  -0.343391E-01   0.354727E+06   0.354631E+06   0.192157E+00
   0.211008E+00   0.317316E+06   0.312771E+06   0.235634E+01   0.194423E+01   0.234732E+04   0.313068E+06   0.316606E+06   0.313068E+06  -0.298858E-01   0.308729E+06   0.308632E+06   0.175341E+00
   0.233200E+00   0.270871E+06   0.266261E+06   0.169075E+01   0.140093E+01   0.167046E+04   0.267129E+06   0.270152E+06   0.267129E+06  -0.255004E-01   0.263432E+06   0.263327E+06   0.171585E+00
   0.257726E+00   0.239299E+06   0.235920E+06   0.921551E+00   0.102256E+01   0.122921E+04   0.236097E+06   0.238771E+06   0.236097E+06  -0.225381E-01   0.232827E+06   0.232758E+06   0.102398E+00
   0.284831E+00   0.205723E+06   0.202515E+06   0.895985E+00   0.720497E+00   0.878113E+03   0.202922E+06   0.205222E+06   0.202922E+06  -0.193711E-01   0.200114E+06   0.200043E+06   0.946138E-01
   0.314787E+00   0.178077E+06   0.175381E+06   0.497711E+00   0.470402E+00   0.630882E+03   0.175663E+06   0.177656E+06   0.175663E+06  -0.167690E-01   0.173233E+06   0.173175E+06   0.696219E-01
   0.347893E+00   0.153745E+06   0.151402E+06   0.430223E+00   0.335734E+00   0.451385E+03   0.151658E+06   0.153379E+06   0.151658E+06  -0.144774E-01   0.149560E+06   0.149510E+06   0.556241E-01
   0.384481E+00   0.132476E+06   0.130481E+06   0.251475E+00   0.232700E+00   0.321917E+03   0.130680E+06   0.132164E+06   0.130680E+06  -0.124748E-01   0.128873E+06   0.128830E+06   0.422382E-01
   0.424918E+00   0.113747E+06   0.112002E+06   0.165859E+00   0.164312E+00   0.228477E+03   0.112200E+06   0.113475E+06   0.112200E+06  -0.107107E-01   0.110649E+06   0.110611E+06   0.338904E-01
   0.469607E+00   0.978065E+05   0.963308E+05   0.122034E+00   0.126452E+00   0.162213E+03   0.964795E+05   0.975761E+05   0.964795E+05  -0.921003E-02   0.951458E+05   0.951143E+05   0.256786E-01
   0.518996E+00   0.837935E+05   0.825242E+05   0.879390E-01   0.796220E-01   0.114625E+03   0.826556E+05   0.835954E+05   0.826556E+05  -0.789038E-02   0.815132E+05   0.814860E+05   0.200025E-01
   0.573579E+00   0.717031E+05   0.706144E+05   0.596659E-01   0.625036E-01   0.808290E+02   0.707287E+05   0.715331E+05   0.707287E+05  -0.675184E-02   0.697513E+05   0.697280E+05   0.155434E-01
   0.633902E+00   0.612864E+05   0.603565E+05   0.417090E-01   0.388746E-01   0.568814E+02   0.604536E+05   0.611413E+05   0.604536E+05  -0.577096E-02   0.596182E+05   0.595983E+05   0.120089E-01
   0.700571E+00   0.523116E+05   0.515184E+05   0.297397E-01   0.310364E-01   0.399442E+02   0.516007E+05   0.521878E+05   0.516007E+05  -0.492586E-02   0.508877E+05   0.508708E+05   0.926557E-02
   0.774251E+00   0.445935E+05   0.439175E+05   0.206303E-01   0.211352E-01   0.279950E+02   0.439875E+05   0.444880E+05   0.439875E+05  -0.419909E-02   0.433797E+05   0.433652E+05   0.714282E-02
   0.855679E+00   0.379664E+05   0.373911E+05   0.143597E-01   0.138359E-01   0.195839E+02   0.374504E+05   0.378766E+05   0.374504E+05  -0.357506E-02   0.369330E+05   0.369207E+05   0.550075E-02
   0.945672E+00   0.322862E+05   0.317970E+05   0.100147E-01   0.956163E-02   0.136763E+02   0.318474E+05   0.322098E+05   0.318474E+05  -0.304018E-02   0.314074E+05   0.313969E+05   0.423195E-02
   0.104513E+01   0.274255E+05   0.270100E+05   0.696215E-02   0.618677E-02   0.953591E+01   0.270527E+05   0.273606E+05   0.270527E+05  -0.258248E-02   0.266790E+05   0.266701E+05   0.325252E-02
   0.115505E+01   0.232716E+05   0.229190E+05   0.483736E-02   0.422169E-02   0.663926E+01   0.229552E+05   0.232165E+05   0.229552E+05  -0.219133E-02   0.226381E+05   0.226306E+05   0.249731E-02
   0.127652E+01   0.197270E+05   0.194282E+05   0.335732E-02   0.321949E-02   0.461596E+01   0.194588E+05   0.196803E+05   0.194588E+05  -0.185756E-02   0.191900E+05   0.191836E+05   0.191573E-02
   0.141078E+01   0.167060E+05   0.164530E+05   0.232780E-02   0.196435E-02   0.320547E+01   0.164789E+05   0.166665E+05   0.164789E+05  -0.157309E-02   0.162513E+05   0.162459E+05   0.146834E-02
   0.155915E+01   0.141346E+05   0.139206E+05   0.161251E-02   0.157228E-02   0.222325E+01   0.139425E+05   0.141012E+05   0.139425E+05  -0.133096E-02   0.137499E+05   0.137453E+05   0.112454E-02
   0.172313E+01   0.119485E+05   0.117675E+05   0.111601E-02   0.112281E-02   0.154034E+01   0.117860E+05   0.119202E+05   0.117860E+05  -0.112511E-02   0.116232E+05   0.116193E+05   0.860615E-03
   0.190435E+01   0.100918E+05   0.993898E+04   0.771734E-03   0.840763E-03   0.106607E+01   0.995461E+04   0.100679E+05   0.995461E+04  -0.950277E-03   0.981711E+04   0.981383E+04   0.658194E-03
   0.210463E+01   0.851679E+04   0.838782E+04   0.533229E-03   0.464098E-03   0.737134E+00   0.840102E+04   0.849666E+04   0.840102E+04  -0.801970E-03   0.828497E+04   0.828221E+04   0.503089E-03
   0.232598E+01   0.718204E+04   0.707328E+04   0.368153E-03   0.297700E-03   0.509245E+00   0.708440E+04   0.716506E+04   0.708440E+04  -0.676284E-03   0.698655E+04   0.698421E+04   0.384341E-03
