#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.581041E-05   0.481724E+06   0.481724E+06   0.642297E+06   0.642296E+06   0.522054E+06   0.482251E+06   0.481724E+06   0.487905E+06  -0.602690E+00   0.480098E+06   0.480098E+06   0.117908E+00
   0.642149E-05   0.481724E+06   0.481724E+06   0.642296E+06   0.642296E+06   0.522054E+06   0.482251E+06   0.481724E+06   0.487905E+06  -0.602690E+00   0.480098E+06   0.480098E+06   0.130309E+00
   0.709685E-05   0.481724E+06   0.481724E+06   0.642296E+06   0.642295E+06   0.522054E+06   0.482251E+06   0.481724E+06   0.487905E+06  -0.602690E+00   0.480098E+06   0.480098E+06   0.144013E+00
   0.784323E-05   0.481724E+06   0.481724E+06   0.642295E+06   0.642295E+06   0.522053E+06   0.482251E+06   0.481724E+06   0.487905E+06  -0.602690E+00   0.480098E+06   0.480098E+06   0.159159E+00
   0.866811E-05   0.481724E+06   0.481724E+06   0.642294E+06   0.642294E+06   0.522053E+06   0.482251E+06   0.481724E+06   0.487905E+06  -0.602690E+00   0.480098E+06   0.480098E+06   0.175898E+00
   0.957974E-05   0.481724E+06   0.481724E+06   0.642293E+06   0.642293E+06   0.522052E+06   0.482251E+06   0.481724E+06   0.487905E+06  -0.602690E+00   0.480098E+06   0.480098E+06   0.194397E+00
   0.105873E-04   0.481724E+06   0.481724E+06   0.642292E+06   0.642292E+06   0.522052E+06   0.482251E+06   0.481724E+06   0.487905E+06  -0.602690E+00   0.480098E+06   0.480098E+06   0.214842E+00
   0.117007E-04   0.481724E+06   0.481724E+06   0.642290E+06   0.642290E+06   0.522051E+06   0.482251E+06   0.481724E+06   0.487905E+06  -0.602690E+00   0.480098E+06   0.480097E+06   0.237438E+00
   0.129313E-04   0.481724E+06   0.481724E+06   0.642289E+06   0.642288E+06   0.522050E+06   0.482251E+06   0.481724E+06   0.487905E+06  -0.602690E+00   0.480097E+06   0.480097E+06   0.262409E+00
   0.142913E-04   0.481724E+06   0.481724E+06   0.642287E+06   0.642286E+06   0.522049E+06   0.482251E+06   0.481724E+06   0.487905E+06  -0.602690E+00   0.480097E+06   0.480097E+06   0.290007E+00
   0.157943E-04   0.481723E+06   0.481723E+06   0.642284E+06   0.642283E+06   0.522048E+06   0.482251E+06   0.481723E+06   0.487905E+06  -0.602689E+00   0.480097E+06   0.480097E+06   0.320507E+00
   0.174554E-04   0.481723E+06   0.481723E+06   0.642281E+06   0.642280E+06   0.522046E+06   0.482250E+06   0.481723E+06   0.487905E+06  -0.602689E+00   0.480097E+06   0.480097E+06   0.354215E+00
   0.192912E-04   0.481723E+06   0.481723E+06   0.642277E+06   0.642276E+06   0.522044E+06   0.482250E+06   0.481723E+06   0.487904E+06  -0.602689E+00   0.480097E+06   0.480097E+06   0.391468E+00
   0.213201E-04   0.481723E+06   0.481723E+06   0.642272E+06   0.642270E+06   0.522041E+06   0.482250E+06   0.481723E+06   0.487904E+06  -0.602689E+00   0.480097E+06   0.480097E+06   0.432638E+00
   0.235624E-04   0.481723E+06   0.481723E+06   0.642266E+06   0.642264E+06   0.522038E+06   0.482250E+06   0.481723E+06   0.487904E+06  -0.602688E+00   0.480097E+06   0.480097E+06   0.478139E+00
   0.260404E-04   0.481723E+06   0.481723E+06   0.642259E+06   0.642257E+06   0.522034E+06   0.482250E+06   0.481723E+06   0.487904E+06  -0.602688E+00   0.480097E+06   0.480097E+06   0.528425E+00
   0.287791E-04   0.481723E+06   0.481722E+06   0.642250E+06   0.642247E+06   0.522030E+06   0.482249E+06   0.481722E+06   0.487903E+06  -0.602687E+00   0.480096E+06   0.480096E+06   0.583999E+00
   0.318059E-04   0.481722E+06   0.481722E+06   0.642239E+06   0.642236E+06   0.522024E+06   0.482249E+06   0.481722E+06   0.487903E+06  -0.602687E+00   0.480096E+06   0.480096E+06   0.645418E+00
   0.351509E-04   0.481722E+06   0.481722E+06   0.642226E+06   0.642222E+06   0.522017E+06   0.482249E+06   0.481722E+06   0.487902E+06  -0.602686E+00   0.480096E+06   0.480096E+06   0.713296E+00
   0.388478E-04   0.481721E+06   0.481721E+06   0.642210E+06   0.642205E+06   0.522008E+06   0.482248E+06   0.481721E+06   0.487902E+06  -0.602685E+00   0.480095E+06   0.480095E+06   0.788313E+00
   0.429334E-04   0.481721E+06   0.481721E+06   0.642190E+06   0.642184E+06   0.521998E+06   0.482247E+06   0.481721E+06   0.487901E+06  -0.602684E+00   0.480095E+06   0.480094E+06   0.871219E+00
   0.474488E-04   0.481720E+06   0.481720E+06   0.642167E+06   0.642159E+06   0.521985E+06   0.482246E+06   0.481720E+06   0.487900E+06  -0.602683E+00   0.480094E+06   0.480094E+06   0.962843E+00
   0.524390E-04   0.481719E+06   0.481719E+06   0.642137E+06   0.642128E+06   0.521970E+06   0.482245E+06   0.481719E+06   0.487898E+06  -0.602681E+00   0.480093E+06   0.480093E+06   0.106410E+01
   0.579541E-04   0.481718E+06   0.481718E+06   0.642102E+06   0.642091E+06   0.521951E+06   0.482244E+06   0.481718E+06   0.487897E+06  -0.602679E+00   0.480092E+06   0.480092E+06   0.117601E+01
   0.640491E-04   0.481717E+06   0.481717E+06   0.642058E+06   0.642044E+06   0.521928E+06   0.482243E+06   0.481717E+06   0.487895E+06  -0.602676E+00   0.480091E+06   0.480091E+06   0.129969E+01
   0.707853E-04   0.481716E+06   0.481715E+06   0.642005E+06   0.641988E+06   0.521899E+06   0.482241E+06   0.481716E+06   0.487893E+06  -0.602673E+00   0.480089E+06   0.480089E+06   0.143637E+01
   0.782298E-04   0.481714E+06   0.481713E+06   0.641940E+06   0.641920E+06   0.521865E+06   0.482239E+06   0.481714E+06   0.487890E+06  -0.602670E+00   0.480087E+06   0.480087E+06   0.158742E+01
   0.864573E-04   0.481712E+06   0.481711E+06   0.641861E+06   0.641836E+06   0.521822E+06   0.482236E+06   0.481711E+06   0.487886E+06  -0.602665E+00   0.480085E+06   0.480085E+06   0.175435E+01
   0.955501E-04   0.481709E+06   0.481708E+06   0.641764E+06   0.641733E+06   0.521771E+06   0.482232E+06   0.481709E+06   0.487882E+06  -0.602660E+00   0.480082E+06   0.480082E+06   0.193884E+01
   0.105599E-03   0.481705E+06   0.481704E+06   0.641645E+06   0.641608E+06   0.521708E+06   0.482228E+06   0.481705E+06   0.487877E+06  -0.602653E+00   0.480078E+06   0.480078E+06   0.214272E+01
