#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.581041E-05   0.264598E+06   0.264598E+06   0.352797E+06   0.352797E+06   0.307653E+06   0.265291E+06   0.264598E+06   0.270816E+06  -0.604257E+00   0.263404E+06   0.263404E+06   0.194966E+00
   0.642149E-05   0.264598E+06   0.264598E+06   0.352797E+06   0.352797E+06   0.307653E+06   0.265291E+06   0.264598E+06   0.270816E+06  -0.604257E+00   0.263404E+06   0.263404E+06   0.215471E+00
   0.709685E-05   0.264598E+06   0.264598E+06   0.352797E+06   0.352797E+06   0.307653E+06   0.265291E+06   0.264598E+06   0.270816E+06  -0.604257E+00   0.263404E+06   0.263404E+06   0.238133E+00
   0.784323E-05   0.264598E+06   0.264598E+06   0.352796E+06   0.352796E+06   0.307653E+06   0.265291E+06   0.264598E+06   0.270816E+06  -0.604257E+00   0.263404E+06   0.263404E+06   0.263177E+00
   0.866811E-05   0.264598E+06   0.264598E+06   0.352796E+06   0.352796E+06   0.307652E+06   0.265291E+06   0.264598E+06   0.270816E+06  -0.604257E+00   0.263404E+06   0.263404E+06   0.290856E+00
   0.957974E-05   0.264598E+06   0.264598E+06   0.352796E+06   0.352796E+06   0.307652E+06   0.265291E+06   0.264598E+06   0.270816E+06  -0.604257E+00   0.263404E+06   0.263404E+06   0.321445E+00
   0.105873E-04   0.264598E+06   0.264598E+06   0.352796E+06   0.352795E+06   0.307652E+06   0.265291E+06   0.264598E+06   0.270816E+06  -0.604257E+00   0.263404E+06   0.263404E+06   0.355252E+00
   0.117007E-04   0.264598E+06   0.264598E+06   0.352795E+06   0.352795E+06   0.307652E+06   0.265291E+06   0.264598E+06   0.270816E+06  -0.604257E+00   0.263404E+06   0.263404E+06   0.392614E+00
   0.129313E-04   0.264598E+06   0.264598E+06   0.352795E+06   0.352794E+06   0.307651E+06   0.265291E+06   0.264598E+06   0.270815E+06  -0.604257E+00   0.263404E+06   0.263404E+06   0.433906E+00
   0.142913E-04   0.264598E+06   0.264598E+06   0.352794E+06   0.352794E+06   0.307651E+06   0.265291E+06   0.264598E+06   0.270815E+06  -0.604257E+00   0.263404E+06   0.263404E+06   0.479540E+00
   0.157943E-04   0.264598E+06   0.264598E+06   0.352793E+06   0.352793E+06   0.307650E+06   0.265291E+06   0.264598E+06   0.270815E+06  -0.604257E+00   0.263403E+06   0.263403E+06   0.529973E+00
   0.174554E-04   0.264598E+06   0.264598E+06   0.352792E+06   0.352792E+06   0.307649E+06   0.265291E+06   0.264598E+06   0.270815E+06  -0.604257E+00   0.263403E+06   0.263403E+06   0.585711E+00
   0.192912E-04   0.264598E+06   0.264598E+06   0.352791E+06   0.352791E+06   0.307649E+06   0.265291E+06   0.264598E+06   0.270815E+06  -0.604257E+00   0.263403E+06   0.263403E+06   0.647311E+00
   0.213201E-04   0.264598E+06   0.264598E+06   0.352790E+06   0.352789E+06   0.307648E+06   0.265291E+06   0.264598E+06   0.270815E+06  -0.604256E+00   0.263403E+06   0.263403E+06   0.715389E+00
   0.235624E-04   0.264598E+06   0.264598E+06   0.352788E+06   0.352788E+06   0.307646E+06   0.265290E+06   0.264598E+06   0.270815E+06  -0.604256E+00   0.263403E+06   0.263403E+06   0.790626E+00
   0.260404E-04   0.264598E+06   0.264598E+06   0.352786E+06   0.352785E+06   0.307645E+06   0.265290E+06   0.264598E+06   0.270815E+06  -0.604256E+00   0.263403E+06   0.263403E+06   0.873777E+00
   0.287791E-04   0.264598E+06   0.264597E+06   0.352784E+06   0.352783E+06   0.307643E+06   0.265290E+06   0.264598E+06   0.270815E+06  -0.604255E+00   0.263403E+06   0.263403E+06   0.965672E+00
   0.318059E-04   0.264597E+06   0.264597E+06   0.352781E+06   0.352780E+06   0.307641E+06   0.265290E+06   0.264597E+06   0.270815E+06  -0.604255E+00   0.263403E+06   0.263403E+06   0.106723E+01
   0.351509E-04   0.264597E+06   0.264597E+06   0.352778E+06   0.352776E+06   0.307638E+06   0.265290E+06   0.264597E+06   0.270814E+06  -0.604254E+00   0.263403E+06   0.263403E+06   0.117947E+01
   0.388478E-04   0.264597E+06   0.264597E+06   0.352773E+06   0.352771E+06   0.307634E+06   0.265290E+06   0.264597E+06   0.270814E+06  -0.604254E+00   0.263403E+06   0.263403E+06   0.130352E+01
   0.429334E-04   0.264597E+06   0.264597E+06   0.352768E+06   0.352765E+06   0.307630E+06   0.265289E+06   0.264597E+06   0.270814E+06  -0.604253E+00   0.263402E+06   0.263402E+06   0.144061E+01
   0.474488E-04   0.264597E+06   0.264596E+06   0.352761E+06   0.352758E+06   0.307625E+06   0.265289E+06   0.264597E+06   0.270813E+06  -0.604252E+00   0.263402E+06   0.263402E+06   0.159212E+01
   0.524390E-04   0.264596E+06   0.264596E+06   0.352753E+06   0.352749E+06   0.307619E+06   0.265289E+06   0.264596E+06   0.270813E+06  -0.604250E+00   0.263402E+06   0.263402E+06   0.175956E+01
   0.579541E-04   0.264596E+06   0.264596E+06   0.352743E+06   0.352738E+06   0.307611E+06   0.265288E+06   0.264596E+06   0.270812E+06  -0.604249E+00   0.263401E+06   0.263401E+06   0.194461E+01
   0.640491E-04   0.264595E+06   0.264595E+06   0.352731E+06   0.352725E+06   0.307602E+06   0.265287E+06   0.264595E+06   0.270811E+06  -0.604247E+00   0.263401E+06   0.263401E+06   0.214912E+01
   0.707853E-04   0.264595E+06   0.264594E+06   0.352717E+06   0.352709E+06   0.307591E+06   0.265287E+06   0.264595E+06   0.270810E+06  -0.604244E+00   0.263400E+06   0.263400E+06   0.237514E+01
   0.782298E-04   0.264594E+06   0.264594E+06   0.352699E+06   0.352689E+06   0.307577E+06   0.265286E+06   0.264594E+06   0.270809E+06  -0.604242E+00   0.263400E+06   0.263399E+06   0.262492E+01
   0.864573E-04   0.264593E+06   0.264593E+06   0.352677E+06   0.352665E+06   0.307560E+06   0.265285E+06   0.264593E+06   0.270807E+06  -0.604238E+00   0.263399E+06   0.263398E+06   0.290097E+01
   0.955501E-04   0.264592E+06   0.264591E+06   0.352650E+06   0.352636E+06   0.307539E+06   0.265283E+06   0.264592E+06   0.270806E+06  -0.604234E+00   0.263397E+06   0.263397E+06   0.320605E+01
   0.105599E-03   0.264591E+06   0.264590E+06   0.352618E+06   0.352600E+06   0.307514E+06   0.265281E+06   0.264591E+06   0.270803E+06  -0.604228E+00   0.263396E+06   0.263396E+06   0.354321E+01
   0.116705E-03   0.264589E+06   0.264588E+06   0.352578E+06   0.352556E+06   0.307483E+06   0.265279E+06   0.264589E+06   0.270801E+06  -0.604222E+00   0.263394E+06   0.263394E+06   0.391581E+01
   0.128979E-03   0.264587E+06   0.264586E+06   0.352529E+06   0.352502E+06   0.307445E+06   0.265277E+06   0.264587E+06   0.270797E+06  -0.604214E+00   0.263392E+06   0.263392E+06   0.432760E+01
   0.142544E-03   0.264585E+06   0.264583E+06   0.352470E+06   0.352437E+06   0.307399E+06   0.265274E+06   0.264585E+06   0.270793E+06  -0.604205E+00   0.263390E+06   0.263390E+06   0.478267E+01
   0.157535E-03   0.264582E+06   0.264580E+06   0.352398E+06   0.352357E+06   0.307343E+06   0.265270E+06   0.264582E+06   0.270788E+06  -0.604193E+00   0.263387E+06   0.263386E+06   0.528558E+01
   0.174104E-03   0.264578E+06   0.264576E+06   0.352309E+06   0.352260E+06   0.307274E+06   0.265265E+06   0.264578E+06   0.270782E+06  -0.604179E+00   0.263383E+06   0.263383E+06   0.584136E+01
   0.192414E-03   0.264574E+06   0.264571E+06   0.352201E+06   0.352141E+06   0.307190E+06   0.265259E+06   0.264573E+06   0.270775E+06  -0.604161E+00   0.263379E+06   0.263378E+06   0.645554E+01
