#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.174554E-04   0.602180E+06   0.602180E+06   0.802879E+06   0.802877E+06   0.638902E+06   0.602638E+06   0.602180E+06   0.608324E+06  -0.602214E+00   0.600439E+06   0.600439E+06   0.292555E+00
   0.192912E-04   0.602180E+06   0.602180E+06   0.802872E+06   0.802871E+06   0.638900E+06   0.602638E+06   0.602180E+06   0.608323E+06  -0.602214E+00   0.600438E+06   0.600438E+06   0.323323E+00
   0.213201E-04   0.602180E+06   0.602179E+06   0.802865E+06   0.802863E+06   0.638896E+06   0.602638E+06   0.602180E+06   0.608323E+06  -0.602214E+00   0.600438E+06   0.600438E+06   0.357327E+00
   0.235624E-04   0.602179E+06   0.602179E+06   0.802855E+06   0.802853E+06   0.638892E+06   0.602637E+06   0.602179E+06   0.608323E+06  -0.602213E+00   0.600438E+06   0.600438E+06   0.394907E+00
   0.260404E-04   0.602179E+06   0.602179E+06   0.802844E+06   0.802841E+06   0.638887E+06   0.602637E+06   0.602179E+06   0.608322E+06  -0.602213E+00   0.600438E+06   0.600438E+06   0.436439E+00
   0.287791E-04   0.602179E+06   0.602178E+06   0.802830E+06   0.802826E+06   0.638881E+06   0.602637E+06   0.602179E+06   0.608322E+06  -0.602212E+00   0.600437E+06   0.600437E+06   0.482339E+00
   0.318059E-04   0.602178E+06   0.602178E+06   0.802812E+06   0.802808E+06   0.638873E+06   0.602636E+06   0.602178E+06   0.608321E+06  -0.602211E+00   0.600437E+06   0.600437E+06   0.533067E+00
   0.351509E-04   0.602178E+06   0.602178E+06   0.802791E+06   0.802786E+06   0.638864E+06   0.602635E+06   0.602178E+06   0.608320E+06  -0.602211E+00   0.600436E+06   0.600436E+06   0.589128E+00
   0.388478E-04   0.602177E+06   0.602177E+06   0.802765E+06   0.802759E+06   0.638852E+06   0.602635E+06   0.602177E+06   0.608319E+06  -0.602210E+00   0.600436E+06   0.600436E+06   0.651086E+00
   0.429334E-04   0.602176E+06   0.602176E+06   0.802734E+06   0.802726E+06   0.638838E+06   0.602634E+06   0.602176E+06   0.608318E+06  -0.602208E+00   0.600435E+06   0.600435E+06   0.719560E+00
   0.474488E-04   0.602175E+06   0.602175E+06   0.802696E+06   0.802686E+06   0.638821E+06   0.602633E+06   0.602175E+06   0.608317E+06  -0.602207E+00   0.600434E+06   0.600434E+06   0.795234E+00
   0.524390E-04   0.602174E+06   0.602174E+06   0.802649E+06   0.802637E+06   0.638800E+06   0.602631E+06   0.602174E+06   0.608315E+06  -0.602205E+00   0.600433E+06   0.600433E+06   0.878865E+00
   0.579541E-04   0.602173E+06   0.602172E+06   0.802592E+06   0.802577E+06   0.638774E+06   0.602630E+06   0.602173E+06   0.608313E+06  -0.602203E+00   0.600431E+06   0.600431E+06   0.971291E+00
   0.640491E-04   0.602171E+06   0.602171E+06   0.802522E+06   0.802504E+06   0.638743E+06   0.602627E+06   0.602171E+06   0.608310E+06  -0.602200E+00   0.600430E+06   0.600429E+06   0.107344E+01
   0.707853E-04   0.602169E+06   0.602168E+06   0.802436E+06   0.802415E+06   0.638705E+06   0.602625E+06   0.602169E+06   0.608307E+06  -0.602197E+00   0.600427E+06   0.600427E+06   0.118632E+01
   0.782298E-04   0.602166E+06   0.602166E+06   0.802332E+06   0.802306E+06   0.638659E+06   0.602622E+06   0.602166E+06   0.608303E+06  -0.602193E+00   0.600425E+06   0.600424E+06   0.131108E+01
   0.864573E-04   0.602163E+06   0.602163E+06   0.802205E+06   0.802173E+06   0.638602E+06   0.602618E+06   0.602163E+06   0.608299E+06  -0.602188E+00   0.600421E+06   0.600421E+06   0.144895E+01
   0.955501E-04   0.602160E+06   0.602159E+06   0.802049E+06   0.802010E+06   0.638532E+06   0.602613E+06   0.602159E+06   0.608293E+06  -0.602182E+00   0.600417E+06   0.600417E+06   0.160131E+01
   0.105599E-03   0.602155E+06   0.602154E+06   0.801860E+06   0.801812E+06   0.638448E+06   0.602608E+06   0.602155E+06   0.608286E+06  -0.602174E+00   0.600412E+06   0.600412E+06   0.176969E+01
   0.116705E-03   0.602149E+06   0.602148E+06   0.801628E+06   0.801569E+06   0.638344E+06   0.602601E+06   0.602149E+06   0.608277E+06  -0.602165E+00   0.600406E+06   0.600406E+06   0.195577E+01
   0.128979E-03   0.602142E+06   0.602141E+06   0.801345E+06   0.801273E+06   0.638218E+06   0.602592E+06   0.602142E+06   0.608267E+06  -0.602154E+00   0.600399E+06   0.600399E+06   0.216140E+01
   0.142544E-03   0.602134E+06   0.602132E+06   0.800999E+06   0.800912E+06   0.638063E+06   0.602582E+06   0.602133E+06   0.608254E+06  -0.602141E+00   0.600390E+06   0.600390E+06   0.238865E+01
   0.157535E-03   0.602123E+06   0.602121E+06   0.800577E+06   0.800471E+06   0.637875E+06   0.602569E+06   0.602123E+06   0.608238E+06  -0.602125E+00   0.600379E+06   0.600379E+06   0.263976E+01
   0.174104E-03   0.602111E+06   0.602108E+06   0.800062E+06   0.799932E+06   0.637645E+06   0.602554E+06   0.602110E+06   0.608219E+06  -0.602105E+00   0.600366E+06   0.600366E+06   0.291725E+01
   0.192414E-03   0.602095E+06   0.602092E+06   0.799433E+06   0.799275E+06   0.637364E+06   0.602535E+06   0.602095E+06   0.608196E+06  -0.602080E+00   0.600350E+06   0.600349E+06   0.322388E+01
   0.212651E-03   0.602076E+06   0.602072E+06   0.798666E+06   0.798472E+06   0.637021E+06   0.602512E+06   0.602076E+06   0.608167E+06  -0.602050E+00   0.600330E+06   0.600329E+06   0.356269E+01
   0.235015E-03   0.602053E+06   0.602048E+06   0.797730E+06   0.797494E+06   0.636602E+06   0.602484E+06   0.602052E+06   0.608133E+06  -0.602014E+00   0.600306E+06   0.600305E+06   0.393705E+01
   0.259732E-03   0.602025E+06   0.602019E+06   0.796587E+06   0.796300E+06   0.636091E+06   0.602449E+06   0.602024E+06   0.608090E+06  -0.601969E+00   0.600276E+06   0.600275E+06   0.435066E+01
   0.287048E-03   0.601991E+06   0.601983E+06   0.795194E+06   0.794843E+06   0.635468E+06   0.602407E+06   0.601989E+06   0.608038E+06  -0.601915E+00   0.600240E+06   0.600239E+06   0.480761E+01
   0.317237E-03   0.601949E+06   0.601939E+06   0.793495E+06   0.793068E+06   0.634708E+06   0.602356E+06   0.601947E+06   0.607975E+06  -0.601849E+00   0.600196E+06   0.600194E+06   0.531241E+01
   0.350602E-03   0.601897E+06   0.601886E+06   0.791425E+06   0.790905E+06   0.633781E+06   0.602293E+06   0.601896E+06   0.607898E+06  -0.601768E+00   0.600142E+06   0.600140E+06   0.587002E+01
   0.387475E-03   0.601835E+06   0.601821E+06   0.788902E+06   0.788269E+06   0.632650E+06   0.602217E+06   0.601832E+06   0.607804E+06  -0.601669E+00   0.600076E+06   0.600074E+06   0.648588E+01
   0.428226E-03   0.601758E+06   0.601741E+06   0.785831E+06   0.785062E+06   0.631273E+06   0.602124E+06   0.601756E+06   0.607689E+06  -0.601549E+00   0.599996E+06   0.599994E+06   0.716599E+01
   0.473263E-03   0.601665E+06   0.601644E+06   0.782095E+06   0.781160E+06   0.629596E+06   0.602010E+06   0.601662E+06   0.607549E+06  -0.601402E+00   0.599898E+06   0.599895E+06   0.791692E+01
   0.523036E-03   0.601551E+06   0.601526E+06   0.777553E+06   0.776419E+06   0.627554E+06   0.601872E+06   0.601547E+06   0.607378E+06  -0.601223E+00   0.599779E+06   0.599775E+06   0.874590E+01
   0.578045E-03   0.601413E+06   0.601382E+06   0.772038E+06   0.770664E+06   0.625070E+06   0.601703E+06   0.601408E+06   0.607170E+06  -0.601005E+00   0.599633E+06   0.599628E+06   0.966079E+01
   0.638838E-03   0.601243E+06   0.601206E+06   0.765348E+06   0.763688E+06   0.622052E+06   0.601497E+06   0.601238E+06   0.606917E+06  -0.600739E+00   0.599455E+06   0.599450E+06   0.106702E+02
   0.706025E-03   0.601037E+06   0.600991E+06   0.757249E+06   0.755246E+06   0.618390E+06   0.601247E+06   0.601030E+06   0.606609E+06  -0.600416E+00   0.599239E+06   0.599232E+06   0.117835E+02
   0.780278E-03   0.600786E+06   0.600730E+06   0.747461E+06   0.745052E+06   0.613950E+06   0.600941E+06   0.600777E+06   0.606234E+06  -0.600023E+00   0.598975E+06   0.598966E+06   0.130107E+02
   0.862341E-03   0.600480E+06   0.600412E+06   0.735660E+06   0.732773E+06   0.608579E+06   0.600570E+06   0.600469E+06   0.605780E+06  -0.599546E+00   0.598653E+06   0.598643E+06   0.143630E+02
   0.953034E-03   0.600107E+06   0.600024E+06   0.721473E+06   0.718027E+06   0.602093E+06   0.600119E+06   0.600094E+06   0.605228E+06  -0.598966E+00   0.598262E+06   0.598249E+06   0.158519E+02
   0.105327E-02   0.599654E+06   0.599552E+06   0.704479E+06   0.700388E+06   0.594281E+06   0.599571E+06   0.599638E+06   0.604560E+06  -0.598264E+00   0.597785E+06   0.597770E+06   0.174901E+02
   0.116404E-02   0.599104E+06   0.598980E+06   0.684212E+06   0.679387E+06   0.584903E+06   0.598907E+06   0.599084E+06   0.603752E+06  -0.597415E+00   0.597207E+06   0.597188E+06   0.192907E+02
   0.128646E-02   0.598436E+06   0.598284E+06   0.660171E+06   0.654526E+06   0.573686E+06   0.598103E+06   0.598412E+06   0.602778E+06  -0.596390E+00   0.596504E+06   0.596481E+06   0.212678E+02
   0.142176E-02   0.597626E+06   0.597441E+06   0.631843E+06   0.625305E+06   0.560333E+06   0.597132E+06   0.597597E+06   0.601606E+06  -0.595155E+00   0.595652E+06   0.595625E+06   0.234355E+02
   0.157129E-02   0.596646E+06   0.596421E+06   0.598736E+06   0.591259E+06   0.544529E+06   0.595961E+06   0.596611E+06   0.600201E+06  -0.593673E+00   0.594621E+06   0.594588E+06   0.258086E+02
   0.173654E-02   0.595464E+06   0.595188E+06   0.560435E+06   0.552020E+06   0.525955E+06   0.594554E+06   0.595420E+06   0.598522E+06  -0.591901E+00   0.593376E+06   0.593335E+06   0.284015E+02
   0.191918E-02   0.594039E+06   0.593703E+06   0.516683E+06   0.507404E+06   0.504429E+06   0.592869E+06   0.593987E+06   0.596528E+06  -0.589793E+00   0.591882E+06   0.591833E+06   0.312284E+02
   0.212102E-02   0.592328E+06   0.591919E+06   0.467485E+06   0.457519E+06   0.479532E+06   0.590858E+06   0.592264E+06   0.594168E+06  -0.587293E+00   0.590080E+06   0.590020E+06   0.343027E+02
   0.234409E-02   0.590280E+06   0.589781E+06   0.413249E+06   0.402909E+06   0.451211E+06   0.588468E+06   0.590202E+06   0.591394E+06  -0.584350E+00   0.587921E+06   0.587848E+06   0.376365E+02
   0.259062E-02   0.587840E+06   0.587231E+06   0.354937E+06   0.344698E+06   0.419526E+06   0.585645E+06   0.587745E+06   0.588159E+06  -0.580912E+00   0.585346E+06   0.585258E+06   0.412402E+02
   0.286307E-02   0.584945E+06   0.584203E+06   0.294215E+06   0.284722E+06   0.384775E+06   0.582332E+06   0.584829E+06   0.584416E+06  -0.576927E+00   0.582290E+06   0.582183E+06   0.451222E+02
   0.316418E-02   0.581530E+06   0.580627E+06   0.233543E+06   0.225574E+06   0.347592E+06   0.578472E+06   0.581389E+06   0.580126E+06  -0.572354E+00   0.578684E+06   0.578555E+06   0.492891E+02
   0.349696E-02   0.577530E+06   0.576430E+06   0.176134E+06   0.170495E+06   0.309002E+06   0.574009E+06   0.577358E+06   0.575256E+06  -0.567162E+00   0.574458E+06   0.574302E+06   0.537459E+02
   0.386474E-02   0.572877E+06   0.571540E+06   0.125670E+06   0.123001E+06   0.270427E+06   0.568897E+06   0.572668E+06   0.569786E+06  -0.561335E+00   0.569544E+06   0.569357E+06   0.584972E+02
   0.427120E-02   0.567511E+06   0.565886E+06   0.856780E+05   0.861755E+05   0.233593E+06   0.563093E+06   0.567257E+06   0.563700E+06  -0.554872E+00   0.563881E+06   0.563656E+06   0.635486E+02
   0.472041E-02   0.561377E+06   0.559404E+06   0.585476E+05   0.616767E+05   0.200298E+06   0.556567E+06   0.561069E+06   0.556981E+06  -0.547783E+00   0.557421E+06   0.557151E+06   0.689087E+02
   0.521686E-02   0.554431E+06   0.552039E+06   0.443707E+05   0.487269E+05   0.172016E+06   0.549290E+06   0.554058E+06   0.549604E+06  -0.540078E+00   0.550128E+06   0.549806E+06   0.745904E+02
   0.576552E-02   0.546641E+06   0.543743E+06   0.401167E+05   0.436933E+05   0.149411E+06   0.541237E+06   0.546188E+06   0.541521E+06  -0.531749E+00   0.541985E+06   0.541601E+06   0.806108E+02
   0.637188E-02   0.537981E+06   0.534475E+06   0.399758E+05   0.410110E+05   0.131955E+06   0.532374E+06   0.537434E+06   0.532657E+06  -0.522759E+00   0.532986E+06   0.532528E+06   0.869877E+02
   0.704202E-02   0.528430E+06   0.524196E+06   0.375850E+05   0.357767E+05   0.117948E+06   0.522655E+06   0.527769E+06   0.522921E+06  -0.513030E+00   0.523129E+06   0.522583E+06   0.937325E+02
   0.778264E-02   0.517965E+06   0.512862E+06   0.297452E+05   0.269139E+05   0.105192E+06   0.512027E+06   0.517168E+06   0.512238E+06  -0.502461E+00   0.512399E+06   0.511749E+06   0.100841E+03
   0.860115E-02   0.506555E+06   0.500417E+06   0.191021E+05   0.180364E+05   0.921921E+05   0.500438E+06   0.505597E+06   0.500574E+06  -0.490962E+00   0.500762E+06   0.499991E+06   0.108286E+03
   0.950573E-02   0.494166E+06   0.486803E+06   0.120251E+05   0.135733E+05   0.790621E+05   0.487851E+06   0.493016E+06   0.487936E+06  -0.478488E+00   0.488167E+06   0.487254E+06   0.116015E+03
   0.105055E-01   0.480761E+06   0.471954E+06   0.113433E+05   0.129252E+05   0.670836E+05   0.474241E+06   0.479386E+06   0.474322E+06  -0.465037E+00   0.474557E+06   0.473479E+06   0.123953E+03
   0.116103E-01   0.466309E+06   0.455812E+06   0.119386E+05   0.110917E+05   0.570362E+05   0.459584E+06   0.464670E+06   0.459668E+06  -0.450595E+00   0.459893E+06   0.458624E+06   0.132002E+03
   0.128314E-01   0.450781E+06   0.438325E+06   0.838795E+04   0.724442E+04   0.483728E+05   0.443840E+06   0.448837E+06   0.443899E+06  -0.435109E+00   0.444152E+06   0.442665E+06   0.140018E+03
   0.141809E-01   0.434154E+06   0.419446E+06   0.476112E+04   0.573656E+04   0.405939E+05   0.426976E+06   0.431858E+06   0.427009E+06  -0.418528E+00   0.427310E+06   0.425576E+06   0.147792E+03
   0.156723E-01   0.416409E+06   0.399151E+06   0.526237E+04   0.535787E+04   0.339882E+05   0.408977E+06   0.413716E+06   0.409014E+06  -0.400846E+00   0.409339E+06   0.407328E+06   0.155053E+03
   0.173206E-01   0.397547E+06   0.377444E+06   0.435764E+04   0.339343E+04   0.280820E+05   0.389838E+06   0.394410E+06   0.389869E+06  -0.382065E+00   0.390236E+06   0.387922E+06   0.161455E+03
   0.191422E-01   0.377590E+06   0.354384E+06   0.319057E+04   0.306229E+04   0.227136E+05   0.369584E+06   0.373968E+06   0.369607E+06  -0.362197E+00   0.370029E+06   0.367390E+06   0.166567E+03
   0.211554E-01   0.356595E+06   0.330102E+06   0.399532E+04   0.214387E+04   0.187105E+05   0.348295E+06   0.352460E+06   0.348323E+06  -0.341319E+00   0.348782E+06   0.345809E+06   0.169868E+03
   0.233803E-01   0.334677E+06   0.304835E+06   0.195485E+04   0.180720E+04   0.148701E+05   0.326087E+06   0.330019E+06   0.326100E+06  -0.319536E+00   0.326623E+06   0.323319E+06   0.170767E+03
   0.258393E-01   0.312020E+06   0.278956E+06   0.112073E+04   0.118272E+04   0.119066E+05   0.303178E+06   0.306859E+06   0.303186E+06  -0.297070E+00   0.303753E+06   0.300148E+06   0.168626E+03
   0.285568E-01   0.288899E+06   0.253001E+06   0.115060E+04   0.107275E+04   0.933175E+04   0.279877E+06   0.283296E+06   0.279885E+06  -0.274233E+00   0.280485E+06   0.276637E+06   0.162827E+03
   0.315601E-01   0.265698E+06   0.227687E+06   0.554410E+03   0.751151E+03   0.733881E+04   0.256615E+06   0.259765E+06   0.256619E+06  -0.251433E+00   0.257239E+06   0.253247E+06   0.152869E+03
   0.348794E-01   0.242903E+06   0.203883E+06   0.763234E+03   0.498467E+03   0.562002E+04   0.233928E+06   0.236813E+06   0.233933E+06  -0.229200E+00   0.234550E+06   0.230552E+06   0.138514E+03
   0.385477E-01   0.221082E+06   0.182531E+06   0.633324E+03   0.369402E+03   0.434875E+04   0.212435E+06   0.215065E+06   0.212440E+06  -0.208139E+00   0.213028E+06   0.209202E+06   0.119967E+03
   0.426017E-01   0.200813E+06   0.164486E+06   0.255482E+03   0.277661E+03   0.331848E+04   0.192749E+06   0.195143E+06   0.192751E+06  -0.188846E+00   0.193284E+06   0.189827E+06   0.980663E+02
   0.470822E-01   0.182570E+06   0.150256E+06   0.274123E+03   0.203043E+03   0.253022E+04   0.175343E+06   0.177526E+06   0.175345E+06  -0.171791E+00   0.175792E+06   0.172892E+06   0.744215E+02
   0.520339E-01   0.166566E+06   0.139701E+06   0.142454E+03   0.158294E+03   0.192236E+04   0.160371E+06   0.162373E+06   0.160372E+06  -0.157120E+00   0.160715E+06   0.158503E+06   0.513918E+02
   0.575064E-01   0.152600E+06   0.131779E+06   0.574434E+02   0.139495E+03   0.146537E+04   0.147504E+06   0.149350E+06   0.147505E+06  -0.144512E+00   0.147742E+06   0.146230E+06   0.317753E+02
   0.635544E-01   0.139996E+06   0.124554E+06   0.993732E+02   0.893702E+02   0.113243E+04   0.135883E+06   0.137586E+06   0.135884E+06  -0.133126E+00   0.136036E+06   0.135083E+06   0.181263E+02
   0.702384E-01   0.127762E+06   0.115719E+06   0.720886E+02   0.791487E+02   0.863990E+03   0.124322E+06   0.125882E+06   0.124323E+06  -0.121799E+00   0.124434E+06   0.123751E+06   0.117446E+02
   0.776255E-01   0.115034E+06   0.103698E+06   0.532943E+02   0.522288E+02   0.646577E+03   0.111859E+06   0.113264E+06   0.111859E+06  -0.109589E+00   0.111980E+06   0.111227E+06   0.117254E+02
   0.857894E-01   0.101697E+06   0.889677E+05   0.392769E+02   0.360895E+02   0.472210E+03   0.984718E+05   0.997102E+05   0.984721E+05  -0.964729E-01   0.986362E+05   0.975881E+05   0.147651E+02
   0.948120E-01   0.887514E+05   0.745220E+05   0.185864E+02   0.279274E+02   0.339906E+03   0.854548E+05   0.865304E+05   0.854549E+05  -0.837200E-01   0.856547E+05   0.843637E+05   0.164555E+02
   0.104783E+00   0.778058E+05   0.642265E+05   0.167043E+02   0.200789E+02   0.244877E+03   0.747448E+05   0.756862E+05   0.747449E+05  -0.732272E-01   0.749324E+05   0.737198E+05   0.139861E+02
   0.115804E+00   0.696248E+05   0.592712E+05   0.170225E+02   0.146354E+02   0.182946E+03   0.671624E+05   0.680087E+05   0.671625E+05  -0.657986E-01   0.672897E+05   0.664767E+05   0.848381E+01
   0.127983E+00   0.629746E+05   0.560288E+05   0.143706E+02   0.102002E+02   0.136959E+03   0.611198E+05   0.618904E+05   0.611199E+05  -0.598786E-01   0.611905E+05   0.607512E+05   0.414817E+01
   0.141443E+00   0.557454E+05   0.496008E+05   0.164900E+02   0.836171E+01   0.101017E+03   0.541039E+05   0.547863E+05   0.541040E+05  -0.530052E-01   0.541718E+05   0.537457E+05   0.364054E+01
   0.156318E+00   0.478806E+05   0.407366E+05   0.768935E+01   0.471028E+01   0.704604E+02   0.461828E+05   0.467655E+05   0.461829E+05  -0.452449E-01   0.462774E+05   0.456691E+05   0.470255E+01
   0.172759E+00   0.415802E+05   0.350526E+05   0.293989E+01   0.348011E+01   0.506875E+02   0.400558E+05   0.405613E+05   0.400558E+05  -0.392422E-01   0.401402E+05   0.395975E+05   0.379656E+01
   0.190928E+00   0.371400E+05   0.326648E+05   0.642852E+00   0.259091E+01   0.373773E+02   0.359872E+05   0.364415E+05   0.359872E+05  -0.352562E-01   0.360366E+05   0.357258E+05   0.196737E+01
   0.211008E+00   0.323584E+05   0.282458E+05   0.469382E+01   0.172767E+01   0.270284E+02   0.313211E+05   0.317165E+05   0.313211E+05  -0.306849E-01   0.313703E+05   0.310569E+05   0.179546E+01
   0.233200E+00   0.277100E+05   0.235663E+05   0.398115E+00   0.133100E+01   0.189126E+02   0.267257E+05   0.270632E+05   0.267257E+05  -0.261828E-01   0.267785E+05   0.264394E+05   0.175736E+01
   0.257726E+00   0.243989E+05   0.213279E+05   0.827733E+00   0.854539E+00   0.137214E+02   0.236212E+05   0.239195E+05   0.236212E+05  -0.231414E-01   0.236565E+05   0.234329E+05   0.104845E+01
   0.284831E+00   0.210104E+05   0.181176E+05   0.239895E+00   0.808128E+00   0.969807E+01   0.203024E+05   0.205588E+05   0.203024E+05  -0.198900E-01   0.203381E+05   0.201098E+05   0.968896E+00
   0.314787E+00   0.181781E+05   0.157386E+05   0.706541E+00   0.555877E+00   0.685647E+01   0.175753E+05   0.177973E+05   0.175753E+05  -0.172183E-01   0.176045E+05   0.174188E+05   0.712907E+00
   0.347893E+00   0.156959E+05   0.135786E+05   0.525355E+00   0.411756E+00   0.491493E+01   0.151737E+05   0.153654E+05   0.151737E+05  -0.148655E-01   0.151994E+05   0.150355E+05   0.569571E+00
   0.384481E+00   0.135220E+05   0.117163E+05   0.219498E+00   0.233681E+00   0.342930E+01   0.130750E+05   0.132401E+05   0.130750E+05  -0.128093E-01   0.130965E+05   0.129590E+05   0.432478E+00
   0.424918E+00   0.116141E+05   0.100365E+05   0.272736E+00   0.161578E+00   0.239962E+01   0.112261E+05   0.113679E+05   0.112261E+05  -0.109980E-01   0.112452E+05   0.111232E+05   0.347003E+00
   0.469607E+00   0.998354E+04   0.864852E+04   0.184490E+00   0.146140E+00   0.169660E+01   0.965320E+04   0.977516E+04   0.965320E+04  -0.945710E-02   0.966921E+04   0.956705E+04   0.262902E+00
   0.518996E+00   0.855381E+04   0.740558E+04   0.911119E-01   0.792212E-01   0.120620E+01   0.827009E+04   0.837458E+04   0.827009E+04  -0.810209E-02   0.828388E+04   0.819593E+04   0.204778E+00
   0.573579E+00   0.731989E+04   0.633525E+04   0.694340E-01   0.536783E-01   0.828836E+00   0.707678E+04   0.716620E+04   0.707678E+04  -0.693302E-02   0.708862E+04   0.701310E+04   0.159116E+00
   0.633902E+00   0.625643E+04   0.541536E+04   0.494794E-01   0.520322E-01   0.590471E+00   0.604872E+04   0.612515E+04   0.604872E+04  -0.592584E-02   0.605882E+04   0.599434E+04   0.122923E+00
   0.700571E+00   0.534018E+04   0.462269E+04   0.322405E-01   0.347167E-01   0.411327E+00   0.516295E+04   0.522819E+04   0.516295E+04  -0.505807E-02   0.517156E+04   0.511659E+04   0.948319E-01
   0.774251E+00   0.455226E+04   0.394082E+04   0.220564E-01   0.153563E-01   0.283303E+00   0.440121E+04   0.445682E+04   0.440121E+04  -0.431180E-02   0.440855E+04   0.436172E+04   0.730960E-01
   0.855679E+00   0.387574E+04   0.335527E+04   0.157446E-01   0.146070E-01   0.200480E+00   0.374715E+04   0.379450E+04   0.374715E+04  -0.367103E-02   0.375339E+04   0.371354E+04   0.562827E-01
   0.945672E+00   0.329587E+04   0.285333E+04   0.109224E-01   0.109584E-01   0.140116E+00   0.318653E+04   0.322680E+04   0.318653E+04  -0.312180E-02   0.319184E+04   0.315796E+04   0.432920E-01
   0.104513E+01   0.279967E+04   0.242380E+04   0.760154E-02   0.784490E-02   0.967486E-01   0.270680E+04   0.274100E+04   0.270680E+04  -0.265181E-02   0.271130E+04   0.268254E+04   0.332645E-01
   0.115505E+01   0.237562E+04   0.205672E+04   0.527910E-02   0.628476E-02   0.673021E-01   0.229682E+04   0.232585E+04   0.229682E+04  -0.225016E-02   0.230064E+04   0.227624E+04   0.255332E-01
   0.127652E+01   0.201378E+04   0.174347E+04   0.366448E-02   0.403467E-02   0.470329E-01   0.194699E+04   0.197159E+04   0.194699E+04  -0.190743E-02   0.195022E+04   0.192954E+04   0.195799E-01
   0.141078E+01   0.170539E+04   0.147649E+04   0.254060E-02   0.247102E-02   0.323687E-01   0.164883E+04   0.166966E+04   0.164883E+04  -0.161533E-02   0.165157E+04   0.163406E+04   0.150006E-01
   0.155915E+01   0.144290E+04   0.124925E+04   0.175987E-02   0.203718E-02   0.224918E-01   0.139504E+04   0.141267E+04   0.139504E+04  -0.136670E-02   0.139736E+04   0.138255E+04   0.114821E-01
   0.172313E+01   0.121972E+04   0.105604E+04   0.121801E-02   0.141802E-02   0.156475E-01   0.117927E+04   0.119418E+04   0.117927E+04  -0.115532E-02   0.118123E+04   0.116871E+04   0.878155E-02
   0.190435E+01   0.103019E+04   0.891950E+03   0.842261E-03   0.786166E-03   0.109541E-01   0.996029E+03   0.100861E+04   0.996029E+03  -0.975794E-03   0.997683E+03   0.987108E+03   0.671068E-02
   0.210463E+01   0.869412E+03   0.752751E+03   0.581963E-03   0.610962E-03   0.755591E-02   0.840581E+03   0.851203E+03   0.840581E+03  -0.823505E-03   0.841977E+03   0.833053E+03   0.512427E-02
   0.232598E+01   0.733157E+03   0.634784E+03   0.401803E-03   0.963195E-04   0.519782E-02   0.708845E+03   0.717802E+03   0.708845E+03  -0.694444E-03   0.710021E+03   0.702496E+03   0.391006E-02
