#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.581041E-05   0.417338E+07   0.417338E+07   0.556434E+07   0.556434E+07   0.418079E+07   0.417347E+07   0.417338E+07   0.417924E+07  -0.599216E+00   0.414909E+07   0.414909E+07   0.174420E-01
   0.642149E-05   0.417338E+07   0.417338E+07   0.556431E+07   0.556430E+07   0.418079E+07   0.417347E+07   0.417338E+07   0.417924E+07  -0.599216E+00   0.414909E+07   0.414909E+07   0.192763E-01
   0.709685E-05   0.417338E+07   0.417338E+07   0.556426E+07   0.556426E+07   0.418078E+07   0.417347E+07   0.417338E+07   0.417924E+07  -0.599216E+00   0.414909E+07   0.414909E+07   0.213036E-01
   0.784323E-05   0.417338E+07   0.417338E+07   0.556420E+07   0.556420E+07   0.418078E+07   0.417347E+07   0.417338E+07   0.417924E+07  -0.599216E+00   0.414909E+07   0.414909E+07   0.235442E-01
   0.866811E-05   0.417338E+07   0.417338E+07   0.556413E+07   0.556413E+07   0.418078E+07   0.417347E+07   0.417338E+07   0.417924E+07  -0.599216E+00   0.414909E+07   0.414909E+07   0.260203E-01
   0.957974E-05   0.417338E+07   0.417338E+07   0.556405E+07   0.556405E+07   0.418077E+07   0.417347E+07   0.417338E+07   0.417924E+07  -0.599216E+00   0.414909E+07   0.414909E+07   0.287568E-01
   0.105873E-04   0.417338E+07   0.417338E+07   0.556395E+07   0.556394E+07   0.418077E+07   0.417347E+07   0.417338E+07   0.417924E+07  -0.599216E+00   0.414909E+07   0.414909E+07   0.317812E-01
   0.117007E-04   0.417338E+07   0.417338E+07   0.556382E+07   0.556382E+07   0.418076E+07   0.417346E+07   0.417338E+07   0.417924E+07  -0.599216E+00   0.414909E+07   0.414909E+07   0.351236E-01
   0.129313E-04   0.417338E+07   0.417338E+07   0.556367E+07   0.556366E+07   0.418075E+07   0.417346E+07   0.417338E+07   0.417924E+07  -0.599216E+00   0.414909E+07   0.414909E+07   0.388175E-01
   0.142913E-04   0.417338E+07   0.417338E+07   0.556348E+07   0.556347E+07   0.418074E+07   0.417346E+07   0.417338E+07   0.417924E+07  -0.599215E+00   0.414908E+07   0.414908E+07   0.428999E-01
   0.157943E-04   0.417338E+07   0.417338E+07   0.556325E+07   0.556324E+07   0.418073E+07   0.417346E+07   0.417338E+07   0.417923E+07  -0.599215E+00   0.414908E+07   0.414908E+07   0.474116E-01
   0.174554E-04   0.417338E+07   0.417338E+07   0.556297E+07   0.556296E+07   0.418072E+07   0.417346E+07   0.417338E+07   0.417923E+07  -0.599215E+00   0.414908E+07   0.414908E+07   0.523978E-01
