#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.581041E-05   0.800284E+06   0.800284E+06   0.106704E+07   0.106704E+07   0.831469E+06   0.800657E+06   0.800284E+06   0.806373E+06  -0.601697E+00   0.798423E+06   0.798423E+06   0.761227E-01
   0.642149E-05   0.800284E+06   0.800284E+06   0.106704E+07   0.106704E+07   0.831468E+06   0.800657E+06   0.800284E+06   0.806373E+06  -0.601697E+00   0.798423E+06   0.798423E+06   0.841286E-01
   0.709685E-05   0.800284E+06   0.800284E+06   0.106704E+07   0.106704E+07   0.831468E+06   0.800657E+06   0.800284E+06   0.806373E+06  -0.601697E+00   0.798423E+06   0.798423E+06   0.929764E-01
   0.784323E-05   0.800284E+06   0.800284E+06   0.106703E+07   0.106703E+07   0.831467E+06   0.800657E+06   0.800284E+06   0.806373E+06  -0.601697E+00   0.798423E+06   0.798423E+06   0.102755E+00
   0.866811E-05   0.800284E+06   0.800284E+06   0.106703E+07   0.106703E+07   0.831466E+06   0.800657E+06   0.800284E+06   0.806373E+06  -0.601697E+00   0.798423E+06   0.798423E+06   0.113562E+00
   0.957974E-05   0.800284E+06   0.800284E+06   0.106703E+07   0.106703E+07   0.831465E+06   0.800657E+06   0.800284E+06   0.806373E+06  -0.601697E+00   0.798423E+06   0.798423E+06   0.125505E+00
   0.105873E-04   0.800283E+06   0.800283E+06   0.106703E+07   0.106703E+07   0.831464E+06   0.800657E+06   0.800283E+06   0.806373E+06  -0.601696E+00   0.798423E+06   0.798423E+06   0.138704E+00
   0.117007E-04   0.800283E+06   0.800283E+06   0.106702E+07   0.106702E+07   0.831462E+06   0.800657E+06   0.800283E+06   0.806373E+06  -0.601696E+00   0.798423E+06   0.798423E+06   0.153292E+00
   0.129313E-04   0.800283E+06   0.800283E+06   0.106702E+07   0.106702E+07   0.831461E+06   0.800657E+06   0.800283E+06   0.806373E+06  -0.601696E+00   0.798423E+06   0.798423E+06   0.169414E+00
   0.142913E-04   0.800283E+06   0.800283E+06   0.106701E+07   0.106701E+07   0.831458E+06   0.800657E+06   0.800283E+06   0.806373E+06  -0.601696E+00   0.798423E+06   0.798423E+06   0.187231E+00
   0.157943E-04   0.800283E+06   0.800283E+06   0.106700E+07   0.106700E+07   0.831456E+06   0.800656E+06   0.800283E+06   0.806372E+06  -0.601696E+00   0.798423E+06   0.798423E+06   0.206922E+00
   0.174554E-04   0.800283E+06   0.800283E+06   0.106699E+07   0.106699E+07   0.831452E+06   0.800656E+06   0.800283E+06   0.806372E+06  -0.601696E+00   0.798422E+06   0.798422E+06   0.228684E+00
   0.192912E-04   0.800283E+06   0.800283E+06   0.106698E+07   0.106698E+07   0.831448E+06   0.800656E+06   0.800283E+06   0.806372E+06  -0.601695E+00   0.798422E+06   0.798422E+06   0.252735E+00
   0.213201E-04   0.800282E+06   0.800282E+06   0.106697E+07   0.106696E+07   0.831444E+06   0.800656E+06   0.800282E+06   0.806371E+06  -0.601695E+00   0.798422E+06   0.798422E+06   0.279315E+00
   0.235624E-04   0.800282E+06   0.800282E+06   0.106695E+07   0.106695E+07   0.831438E+06   0.800655E+06   0.800282E+06   0.806371E+06  -0.601695E+00   0.798421E+06   0.798421E+06   0.308691E+00
   0.260404E-04   0.800281E+06   0.800281E+06   0.106693E+07   0.106693E+07   0.831430E+06   0.800655E+06   0.800281E+06   0.806370E+06  -0.601694E+00   0.798421E+06   0.798421E+06   0.341156E+00
   0.287791E-04   0.800281E+06   0.800281E+06   0.106690E+07   0.106690E+07   0.831421E+06   0.800654E+06   0.800281E+06   0.806369E+06  -0.601694E+00   0.798420E+06   0.798420E+06   0.377035E+00
   0.318059E-04   0.800280E+06   0.800280E+06   0.106687E+07   0.106687E+07   0.831410E+06   0.800653E+06   0.800280E+06   0.806368E+06  -0.601693E+00   0.798420E+06   0.798420E+06   0.416687E+00
   0.351509E-04   0.800280E+06   0.800279E+06   0.106683E+07   0.106683E+07   0.831397E+06   0.800652E+06   0.800280E+06   0.806367E+06  -0.601692E+00   0.798419E+06   0.798419E+06   0.460509E+00
   0.388478E-04   0.800279E+06   0.800278E+06   0.106679E+07   0.106678E+07   0.831381E+06   0.800651E+06   0.800279E+06   0.806366E+06  -0.601691E+00   0.798418E+06   0.798418E+06   0.508940E+00
   0.429334E-04   0.800277E+06   0.800277E+06   0.106673E+07   0.106672E+07   0.831361E+06   0.800650E+06   0.800277E+06   0.806364E+06  -0.601690E+00   0.798417E+06   0.798417E+06   0.562463E+00
   0.474488E-04   0.800276E+06   0.800276E+06   0.106666E+07   0.106665E+07   0.831337E+06   0.800648E+06   0.800276E+06   0.806362E+06  -0.601688E+00   0.798415E+06   0.798415E+06   0.621615E+00
   0.524390E-04   0.800274E+06   0.800274E+06   0.106658E+07   0.106656E+07   0.831307E+06   0.800646E+06   0.800274E+06   0.806360E+06  -0.601686E+00   0.798413E+06   0.798413E+06   0.686987E+00
   0.579541E-04   0.800272E+06   0.800272E+06   0.106647E+07   0.106645E+07   0.831271E+06   0.800644E+06   0.800272E+06   0.806356E+06  -0.601683E+00   0.798411E+06   0.798411E+06   0.759233E+00
   0.640491E-04   0.800270E+06   0.800269E+06   0.106634E+07   0.106632E+07   0.831227E+06   0.800640E+06   0.800270E+06   0.806353E+06  -0.601681E+00   0.798408E+06   0.798408E+06   0.839075E+00
   0.707853E-04   0.800266E+06   0.800266E+06   0.106619E+07   0.106616E+07   0.831173E+06   0.800637E+06   0.800266E+06   0.806348E+06  -0.601677E+00   0.798405E+06   0.798405E+06   0.927312E+00
   0.782298E-04   0.800263E+06   0.800262E+06   0.106600E+07   0.106596E+07   0.831107E+06   0.800632E+06   0.800262E+06   0.806342E+06  -0.601672E+00   0.798401E+06   0.798401E+06   0.102482E+01
   0.864573E-04   0.800258E+06   0.800257E+06   0.106577E+07   0.106572E+07   0.831026E+06   0.800626E+06   0.800258E+06   0.806336E+06  -0.601667E+00   0.798396E+06   0.798396E+06   0.113259E+01
   0.955501E-04   0.800252E+06   0.800251E+06   0.106549E+07   0.106543E+07   0.830928E+06   0.800619E+06   0.800252E+06   0.806327E+06  -0.601660E+00   0.798390E+06   0.798390E+06   0.125168E+01
   0.105599E-03   0.800245E+06   0.800244E+06   0.106514E+07   0.106508E+07   0.830808E+06   0.800611E+06   0.800245E+06   0.806317E+06  -0.601652E+00   0.798383E+06   0.798382E+06   0.138329E+01
   0.116705E-03   0.800236E+06   0.800235E+06   0.106472E+07   0.106464E+07   0.830661E+06   0.800601E+06   0.800236E+06   0.806304E+06  -0.601642E+00   0.798373E+06   0.798373E+06   0.152873E+01
   0.128979E-03   0.800226E+06   0.800224E+06   0.106421E+07   0.106411E+07   0.830482E+06   0.800588E+06   0.800226E+06   0.806289E+06  -0.601630E+00   0.798362E+06   0.798362E+06   0.168945E+01
   0.142544E-03   0.800213E+06   0.800211E+06   0.106358E+07   0.106346E+07   0.830264E+06   0.800573E+06   0.800213E+06   0.806270E+06  -0.601616E+00   0.798349E+06   0.798349E+06   0.186705E+01
