#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.192414E-03   0.825188E+07   0.825187E+07   0.102813E+08   0.102787E+08   0.824348E+07   0.825178E+07   0.825188E+07   0.825712E+07  -0.591539E+00   0.791232E+07   0.791232E+07   0.305098E+00
   0.212651E-03   0.825129E+07   0.825128E+07   0.101270E+08   0.101240E+08   0.824018E+07   0.825116E+07   0.825129E+07   0.825642E+07  -0.591487E+00   0.791174E+07   0.791174E+07   0.336896E+00
   0.235015E-03   0.825057E+07   0.825057E+07   0.994151E+07   0.993792E+07   0.823616E+07   0.825041E+07   0.825057E+07   0.825557E+07  -0.591424E+00   0.791104E+07   0.791104E+07   0.371939E+00
   0.259732E-03   0.824970E+07   0.824969E+07   0.971934E+07   0.971508E+07   0.823127E+07   0.824949E+07   0.824970E+07   0.825453E+07  -0.591347E+00   0.791017E+07   0.791017E+07   0.410536E+00
   0.287048E-03   0.824863E+07   0.824862E+07   0.945435E+07   0.944934E+07   0.822530E+07   0.824837E+07   0.824863E+07   0.825327E+07  -0.591254E+00   0.790912E+07   0.790912E+07   0.453016E+00
   0.317237E-03   0.824734E+07   0.824732E+07   0.913999E+07   0.913416E+07   0.821804E+07   0.824700E+07   0.824733E+07   0.825175E+07  -0.591140E+00   0.790784E+07   0.790784E+07   0.499730E+00
   0.350602E-03   0.824576E+07   0.824574E+07   0.876952E+07   0.876279E+07   0.820920E+07   0.824535E+07   0.824576E+07   0.824990E+07  -0.591002E+00   0.790628E+07   0.790628E+07   0.551049E+00
   0.387475E-03   0.824384E+07   0.824383E+07   0.833647E+07   0.832881E+07   0.819845E+07   0.824333E+07   0.824384E+07   0.824765E+07  -0.590836E+00   0.790439E+07   0.790439E+07   0.607358E+00
   0.428226E-03   0.824152E+07   0.824149E+07   0.783532E+07   0.782676E+07   0.818540E+07   0.824088E+07   0.824151E+07   0.824495E+07  -0.590634E+00   0.790209E+07   0.790208E+07   0.669056E+00
   0.473263E-03   0.823869E+07   0.823867E+07   0.726257E+07   0.725321E+07   0.816957E+07   0.823791E+07   0.823869E+07   0.824168E+07  -0.590391E+00   0.789929E+07   0.789929E+07   0.736550E+00
   0.523036E-03   0.823528E+07   0.823525E+07   0.661806E+07   0.660813E+07   0.815038E+07   0.823432E+07   0.823527E+07   0.823775E+07  -0.590099E+00   0.789590E+07   0.789590E+07   0.810247E+00
   0.578045E-03   0.823115E+07   0.823111E+07   0.590673E+07   0.589659E+07   0.812719E+07   0.822997E+07   0.823114E+07   0.823304E+07  -0.589749E+00   0.789181E+07   0.789180E+07   0.890553E+00
   0.638838E-03   0.822617E+07   0.822612E+07   0.514056E+07   0.513075E+07   0.809920E+07   0.822473E+07   0.822616E+07   0.822740E+07  -0.589330E+00   0.788686E+07   0.788686E+07   0.977858E+00
   0.706025E-03   0.822018E+07   0.822012E+07   0.434039E+07   0.433159E+07   0.806548E+07   0.821842E+07   0.822017E+07   0.822068E+07  -0.588830E+00   0.788089E+07   0.788089E+07   0.107255E+01
   0.780278E-03   0.821298E+07   0.821291E+07   0.353701E+07   0.353002E+07   0.802505E+07   0.821086E+07   0.821297E+07   0.821269E+07  -0.588238E+00   0.787373E+07   0.787372E+07   0.117499E+01
   0.862341E-03   0.820438E+07   0.820430E+07   0.277052E+07   0.276612E+07   0.797677E+07   0.820181E+07   0.820437E+07   0.820324E+07  -0.587538E+00   0.786514E+07   0.786514E+07   0.128556E+01
   0.953034E-03   0.819412E+07   0.819402E+07   0.208667E+07   0.208537E+07   0.791934E+07   0.819102E+07   0.819411E+07   0.819210E+07  -0.586714E+00   0.785489E+07   0.785489E+07   0.140466E+01
   0.105327E-02   0.818194E+07   0.818182E+07   0.152905E+07   0.153080E+07   0.785141E+07   0.817820E+07   0.818192E+07   0.817900E+07  -0.585749E+00   0.784271E+07   0.784270E+07   0.153275E+01
   0.116404E-02   0.816754E+07   0.816738E+07   0.112708E+07   0.113104E+07   0.777154E+07   0.816306E+07   0.816751E+07   0.816364E+07  -0.584622E+00   0.782829E+07   0.782828E+07   0.167039E+01
   0.128646E-02   0.815057E+07   0.815038E+07   0.882416E+06   0.886877E+06   0.767836E+07   0.814523E+07   0.815054E+07   0.814568E+07  -0.583311E+00   0.781131E+07   0.781130E+07   0.181828E+01
   0.142176E-02   0.813067E+07   0.813044E+07   0.760159E+06   0.763025E+06   0.757059E+07   0.812433E+07   0.813063E+07   0.812473E+07  -0.581789E+00   0.779141E+07   0.779140E+07   0.197728E+01
   0.157129E-02   0.810743E+07   0.810715E+07   0.694633E+06   0.694482E+06   0.744720E+07   0.809996E+07   0.810739E+07   0.810032E+07  -0.580025E+00   0.776820E+07   0.776819E+07   0.214838E+01
   0.173654E-02   0.808041E+07   0.808007E+07   0.616688E+06   0.613998E+06   0.730760E+07   0.807166E+07   0.808036E+07   0.807198E+07  -0.577986E+00   0.774128E+07   0.774127E+07   0.233266E+01
   0.191918E-02   0.804920E+07   0.804878E+07   0.494884E+06   0.492227E+06   0.715590E+07   0.803908E+07   0.804913E+07   0.803934E+07  -0.575641E+00   0.771029E+07   0.771028E+07   0.253116E+01
   0.212102E-02   0.801315E+07   0.801265E+07   0.359229E+06   0.359268E+06   0.698556E+07   0.800151E+07   0.801308E+07   0.800170E+07  -0.572940E+00   0.767458E+07   0.767456E+07   0.274488E+01
   0.234409E-02   0.797179E+07   0.797118E+07   0.269536E+06   0.271814E+06   0.679992E+07   0.795851E+07   0.797169E+07   0.795865E+07  -0.569850E+00   0.763370E+07   0.763368E+07   0.297481E+01
   0.259062E-02   0.792457E+07   0.792383E+07   0.239614E+06   0.240510E+06   0.660232E+07   0.790958E+07   0.792445E+07   0.790970E+07  -0.566338E+00   0.758716E+07   0.758714E+07   0.322208E+01
   0.286307E-02   0.787095E+07   0.787005E+07   0.213245E+06   0.211504E+06   0.639427E+07   0.785420E+07   0.787081E+07   0.785431E+07  -0.562367E+00   0.753448E+07   0.753445E+07   0.348797E+01
   0.316418E-02   0.781040E+07   0.780930E+07   0.157058E+06   0.156606E+06   0.617676E+07   0.779185E+07   0.781023E+07   0.779193E+07  -0.557897E+00   0.747514E+07   0.747510E+07   0.377377E+01
   0.349696E-02   0.774239E+07   0.774106E+07   0.119883E+06   0.121426E+06   0.595036E+07   0.772202E+07   0.774218E+07   0.772208E+07  -0.552892E+00   0.740867E+07   0.740863E+07   0.408074E+01
   0.386474E-02   0.766640E+07   0.766479E+07   0.111118E+06   0.110096E+06   0.571472E+07   0.764419E+07   0.766615E+07   0.764425E+07  -0.547316E+00   0.733459E+07   0.733454E+07   0.441017E+01
   0.427120E-02   0.758194E+07   0.757998E+07   0.825380E+05   0.813911E+05   0.546832E+07   0.755785E+07   0.758163E+07   0.755789E+07  -0.541131E+00   0.725238E+07   0.725232E+07   0.476339E+01
   0.472041E-02   0.748846E+07   0.748609E+07   0.697511E+05   0.677995E+05   0.521018E+07   0.746246E+07   0.748809E+07   0.746249E+07  -0.534298E+00   0.716155E+07   0.716148E+07   0.514160E+01
   0.521686E-02   0.738545E+07   0.738258E+07   0.588968E+05   0.548404E+05   0.494109E+07   0.735750E+07   0.738500E+07   0.735753E+07  -0.526781E+00   0.706158E+07   0.706150E+07   0.554591E+01
   0.576552E-02   0.727238E+07   0.726892E+07   0.432880E+05   0.437388E+05   0.466387E+07   0.724249E+07   0.727184E+07   0.724252E+07  -0.518544E+00   0.695200E+07   0.695189E+07   0.597718E+01
   0.637188E-02   0.714873E+07   0.714455E+07   0.344811E+05   0.344280E+05   0.438139E+07   0.711695E+07   0.714808E+07   0.711696E+07  -0.509553E+00   0.683230E+07   0.683218E+07   0.643593E+01
   0.704202E-02   0.701397E+07   0.700894E+07   0.301892E+05   0.293793E+05   0.409369E+07   0.698034E+07   0.701319E+07   0.698035E+07  -0.499771E+00   0.670201E+07   0.670186E+07   0.692215E+01
   0.778264E-02   0.686757E+07   0.686151E+07   0.212611E+05   0.219755E+05   0.379970E+07   0.683211E+07   0.686662E+07   0.683212E+07  -0.489157E+00   0.656058E+07   0.656041E+07   0.743507E+01
   0.860115E-02   0.670894E+07   0.670168E+07   0.176359E+05   0.173164E+05   0.350336E+07   0.667175E+07   0.670781E+07   0.667176E+07  -0.477675E+00   0.640750E+07   0.640729E+07   0.797284E+01
   0.950573E-02   0.653757E+07   0.652888E+07   0.160318E+05   0.142061E+05   0.321174E+07   0.649881E+07   0.653622E+07   0.649882E+07  -0.465292E+00   0.624229E+07   0.624205E+07   0.853221E+01
   0.105055E-01   0.635298E+07   0.634260E+07   0.118003E+05   0.116735E+05   0.292558E+07   0.631281E+07   0.635136E+07   0.631282E+07  -0.451974E+00   0.606452E+07   0.606424E+07   0.910797E+01
   0.116103E-01   0.615468E+07   0.614234E+07   0.985278E+04   0.924474E+04   0.264408E+07   0.611328E+07   0.615276E+07   0.611328E+07  -0.437687E+00   0.587371E+07   0.587338E+07   0.969241E+01
   0.128314E-01   0.594219E+07   0.592756E+07   0.740914E+04   0.714679E+04   0.237101E+07   0.589975E+07   0.593991E+07   0.589975E+07  -0.422399E+00   0.566940E+07   0.566901E+07   0.102746E+02
   0.141809E-01   0.571510E+07   0.569786E+07   0.582820E+04   0.574247E+04   0.210897E+07   0.567186E+07   0.571241E+07   0.567187E+07  -0.406083E+00   0.545123E+07   0.545077E+07   0.108395E+02
   0.156723E-01   0.547315E+07   0.545296E+07   0.455823E+04   0.467354E+04   0.186049E+07   0.542939E+07   0.547000E+07   0.542939E+07  -0.388722E+00   0.521896E+07   0.521843E+07   0.113674E+02
   0.173206E-01   0.521631E+07   0.519283E+07   0.340821E+04   0.349786E+04   0.162481E+07   0.517228E+07   0.521265E+07   0.517228E+07  -0.370314E+00   0.497255E+07   0.497195E+07   0.118329E+02
   0.191422E-01   0.494491E+07   0.491785E+07   0.274144E+04   0.270558E+04   0.140569E+07   0.490091E+07   0.494068E+07   0.490091E+07  -0.350884E+00   0.471234E+07   0.471165E+07   0.122042E+02
   0.211554E-01   0.465982E+07   0.462899E+07   0.225550E+04   0.212062E+04   0.120301E+07   0.461617E+07   0.465501E+07   0.461617E+07  -0.330498E+00   0.443919E+07   0.443841E+07   0.124433E+02
   0.233803E-01   0.436275E+07   0.432809E+07   0.166353E+04   0.160028E+04   0.101843E+07   0.431977E+07   0.435734E+07   0.431977E+07  -0.309277E+00   0.415472E+07   0.415386E+07   0.125069E+02
   0.258393E-01   0.405646E+07   0.401813E+07   0.127318E+04   0.123090E+04   0.852138E+06   0.401449E+07   0.405047E+07   0.401449E+07  -0.287420E+00   0.386161E+07   0.386066E+07   0.123484E+02
   0.285568E-01   0.374504E+07   0.370353E+07   0.926059E+03   0.935885E+03   0.704962E+06   0.370443E+07   0.373856E+07   0.370443E+07  -0.265221E+00   0.356380E+07   0.356279E+07   0.119224E+02
   0.315601E-01   0.343415E+07   0.339031E+07   0.730858E+03   0.719095E+03   0.576696E+06   0.339523E+07   0.342731E+07   0.339523E+07  -0.243083E+00   0.326673E+07   0.326568E+07   0.111924E+02
   0.348794E-01   0.313090E+07   0.308604E+07   0.556415E+03   0.526449E+03   0.466899E+06   0.309400E+07   0.312390E+07   0.309400E+07  -0.221516E+00   0.297722E+07   0.297618E+07   0.101409E+02
   0.385477E-01   0.284344E+07   0.279930E+07   0.418573E+03   0.386939E+03   0.374996E+06   0.280885E+07   0.283655E+07   0.280885E+07  -0.201101E+00   0.270311E+07   0.270211E+07   0.878273E+01
   0.426017E-01   0.257989E+07   0.253851E+07   0.317827E+03   0.282085E+03   0.299657E+06   0.254784E+07   0.257343E+07   0.254784E+07  -0.182414E+00   0.245215E+07   0.245124E+07   0.717941E+01
   0.470822E-01   0.234653E+07   0.230999E+07   0.228019E+03   0.216174E+03   0.239114E+06   0.231718E+07   0.234083E+07   0.231718E+07  -0.165899E+00   0.223032E+07   0.222956E+07   0.544862E+01
   0.520339E-01   0.214550E+07   0.211540E+07   0.144365E+03   0.157527E+03   0.191072E+06   0.211886E+07   0.214080E+07   0.211886E+07  -0.151701E+00   0.203957E+07   0.203899E+07   0.376299E+01
   0.575064E-01   0.197252E+07   0.194950E+07   0.110290E+03   0.119179E+03   0.152954E+06   0.194849E+07   0.196893E+07   0.194849E+07  -0.139503E+00   0.187569E+07   0.187529E+07   0.232720E+01
   0.635544E-01   0.181634E+07   0.179950E+07   0.828288E+02   0.907293E+02   0.122174E+06   0.179468E+07   0.181371E+07   0.179468E+07  -0.128491E+00   0.172770E+07   0.172745E+07   0.132814E+01
   0.702384E-01   0.166136E+07   0.164832E+07   0.684398E+02   0.676127E+02   0.965827E+05   0.164174E+07   0.165932E+07   0.164174E+07  -0.117541E+00   0.158055E+07   0.158037E+07   0.860871E+00
   0.776255E-01   0.149485E+07   0.148241E+07   0.448830E+02   0.496510E+02   0.748275E+05   0.147695E+07   0.149291E+07   0.147695E+07  -0.105743E+00   0.142198E+07   0.142178E+07   0.859188E+00
   0.857894E-01   0.131640E+07   0.130214E+07   0.338485E+02   0.359564E+02   0.565330E+05   0.130003E+07   0.131418E+07   0.130003E+07  -0.930758E-01   0.125171E+07   0.125143E+07   0.108135E+01
   0.948120E-01   0.114292E+07   0.112681E+07   0.214964E+02   0.262935E+02   0.419708E+05   0.112805E+07   0.114041E+07   0.112805E+07  -0.807630E-01   0.108618E+07   0.108584E+07   0.120483E+01
   0.104783E+00   0.999848E+06   0.984500E+06   0.191928E+02   0.183821E+02   0.313109E+05   0.986581E+06   0.997452E+06   0.986581E+06  -0.706346E-01   0.949997E+06   0.949680E+06   0.102398E+01
   0.115804E+00   0.898056E+06   0.886516E+06   0.144554E+02   0.134656E+02   0.239280E+05   0.886439E+06   0.896255E+06   0.886439E+06  -0.634649E-01   0.853582E+06   0.853369E+06   0.621267E+00
   0.127983E+00   0.816797E+06   0.809210E+06   0.105981E+02   0.102418E+02   0.184684E+05   0.806643E+06   0.815613E+06   0.806643E+06  -0.577519E-01   0.776751E+06   0.776636E+06   0.303939E+00
   0.141443E+00   0.723031E+06   0.716264E+06   0.755239E+01   0.754721E+01   0.138286E+05   0.714006E+06   0.721975E+06   0.714006E+06  -0.511195E-01   0.687563E+06   0.687452E+06   0.266715E+00
   0.156318E+00   0.617510E+06   0.609479E+06   0.672573E+01   0.528680E+01   0.995986E+04   0.609434E+06   0.616257E+06   0.609434E+06  -0.436327E-01   0.586885E+06   0.586726E+06   0.344349E+00
   0.172759E+00   0.535635E+06   0.528315E+06   0.318360E+01   0.351447E+01   0.727143E+04   0.528560E+06   0.534492E+06   0.528560E+06  -0.378424E-01   0.509011E+06   0.508869E+06   0.278002E+00
   0.190928E+00   0.480973E+06   0.476044E+06   0.285207E+01   0.264114E+01   0.548650E+04   0.474862E+06   0.480204E+06   0.474862E+06  -0.339979E-01   0.457299E+06   0.457217E+06   0.144123E+00
   0.211008E+00   0.418647E+06   0.414077E+06   0.243585E+01   0.187096E+01   0.400174E+04   0.413276E+06   0.417934E+06   0.413276E+06  -0.295887E-01   0.397997E+06   0.397915E+06   0.131510E+00
   0.233200E+00   0.357335E+06   0.352697E+06   0.120036E+01   0.129648E+01   0.285584E+04   0.352631E+06   0.356611E+06   0.352631E+06  -0.252467E-01   0.339600E+06   0.339511E+06   0.128693E+00
   0.257726E+00   0.315718E+06   0.312320E+06   0.635894E+00   0.975913E+00   0.210702E+04   0.311664E+06   0.315187E+06   0.311664E+06  -0.223137E-01   0.300147E+06   0.300088E+06   0.768017E-01
   0.284831E+00   0.271404E+06   0.268178E+06   0.756457E+00   0.654215E+00   0.150899E+04   0.267869E+06   0.270901E+06   0.267869E+06  -0.191782E-01   0.257974E+06   0.257914E+06   0.709632E-01
   0.314787E+00   0.234935E+06   0.232225E+06   0.457583E+00   0.477939E+00   0.108665E+04   0.231886E+06   0.234512E+06   0.231886E+06  -0.166019E-01   0.223320E+06   0.223271E+06   0.522189E-01
   0.347893E+00   0.202834E+06   0.200477E+06   0.272828E+00   0.354986E+00   0.779187E+03   0.200197E+06   0.202466E+06   0.200197E+06  -0.143331E-01   0.192803E+06   0.192760E+06   0.417203E-01
   0.384481E+00   0.174774E+06   0.172768E+06   0.236072E+00   0.230415E+00   0.556810E+03   0.172504E+06   0.174461E+06   0.172504E+06  -0.123505E-01   0.166134E+06   0.166098E+06   0.316806E-01
   0.424918E+00   0.150065E+06   0.148309E+06   0.192679E+00   0.171342E+00   0.395923E+03   0.148110E+06   0.149791E+06   0.148110E+06  -0.106040E-01   0.142640E+06   0.142609E+06   0.254195E-01
   0.469607E+00   0.129035E+06   0.127551E+06   0.117672E+00   0.124783E+00   0.281597E+03   0.127357E+06   0.128804E+06   0.127357E+06  -0.911819E-02   0.122655E+06   0.122628E+06   0.192605E-01
   0.518996E+00   0.110548E+06   0.109271E+06   0.851787E-01   0.819966E-01   0.199308E+03   0.109109E+06   0.110348E+06   0.109109E+06  -0.781170E-02   0.105081E+06   0.105058E+06   0.150033E-01
   0.573579E+00   0.945968E+05   0.935019E+05   0.600505E-01   0.573061E-01   0.140749E+03   0.933650E+05   0.944259E+05   0.933650E+05  -0.668450E-02   0.899180E+05   0.898982E+05   0.116588E-01
   0.633902E+00   0.808542E+05   0.799191E+05   0.399488E-01   0.398946E-01   0.991807E+02   0.798012E+05   0.807083E+05   0.798012E+05  -0.571340E-02   0.768552E+05   0.768383E+05   0.900788E-02
   0.700571E+00   0.690139E+05   0.682162E+05   0.282904E-01   0.277610E-01   0.697325E+02   0.681150E+05   0.688894E+05   0.681150E+05  -0.487672E-02   0.656005E+05   0.655861E+05   0.695026E-02
   0.774251E+00   0.588315E+05   0.581517E+05   0.197330E-01   0.211093E-01   0.489251E+02   0.580652E+05   0.587254E+05   0.580652E+05  -0.415720E-02   0.559217E+05   0.559094E+05   0.535811E-02
   0.855679E+00   0.500886E+05   0.495099E+05   0.137023E-01   0.145745E-01   0.342577E+02   0.494360E+05   0.499982E+05   0.494360E+05  -0.353939E-02   0.476111E+05   0.476007E+05   0.412648E-02
   0.945672E+00   0.425947E+05   0.421027E+05   0.953045E-02   0.102884E-01   0.239443E+02   0.420397E+05   0.425179E+05   0.420397E+05  -0.300985E-02   0.404879E+05   0.404790E+05   0.317481E-02
   0.104513E+01   0.361820E+05   0.357642E+05   0.663291E-02   0.715391E-02   0.167076E+02   0.357106E+05   0.361168E+05   0.357106E+05  -0.255671E-02   0.343924E+05   0.343849E+05   0.244018E-02
   0.115505E+01   0.307018E+05   0.303473E+05   0.460738E-02   0.471815E-02   0.116398E+02   0.303018E+05   0.306465E+05   0.303018E+05  -0.216947E-02   0.291833E+05   0.291769E+05   0.187371E-02
   0.127652E+01   0.260255E+05   0.257250E+05   0.319763E-02   0.291051E-02   0.809741E+01   0.256863E+05   0.259786E+05   0.256863E+05  -0.183902E-02   0.247382E+05   0.247328E+05   0.143748E-02
   0.141078E+01   0.220400E+05   0.217855E+05   0.221702E-02   0.196359E-02   0.562556E+01   0.217528E+05   0.220002E+05   0.217528E+05  -0.155740E-02   0.209498E+05   0.209452E+05   0.110188E-02
   0.155915E+01   0.186476E+05   0.184323E+05   0.153575E-02   0.144206E-02   0.390354E+01   0.184046E+05   0.186140E+05   0.184046E+05  -0.131768E-02   0.177252E+05   0.177214E+05   0.843990E-03
   0.172313E+01   0.157634E+05   0.155814E+05   0.106290E-02   0.962804E-03   0.270532E+01   0.155580E+05   0.157350E+05   0.155580E+05  -0.111388E-02   0.149837E+05   0.149804E+05   0.646006E-03
   0.190435E+01   0.133140E+05   0.131603E+05   0.735003E-03   0.799590E-03   0.187293E+01   0.131404E+05   0.132900E+05   0.131404E+05  -0.940795E-03   0.126554E+05   0.126526E+05   0.494151E-03
   0.210463E+01   0.112361E+05   0.111064E+05   0.507851E-03   0.529349E-03   0.129538E+01   0.110896E+05   0.112158E+05   0.110896E+05  -0.793967E-03   0.106803E+05   0.106780E+05   0.377787E-03
   0.232598E+01   0.947515E+04   0.936577E+04   0.350631E-03   0.309673E-03   0.895070E+00   0.935166E+04   0.945808E+04   0.935166E+04  -0.669535E-03   0.900649E+04   0.900450E+04   0.288692E-03
