#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.581041E-05   0.227520E+07   0.227520E+07   0.303356E+07   0.303355E+07   0.228837E+07   0.227535E+07   0.227520E+07   0.228112E+07  -0.600398E+00   0.227130E+07   0.227130E+07   0.301936E-01
   0.642149E-05   0.227520E+07   0.227520E+07   0.303354E+07   0.303354E+07   0.228836E+07   0.227535E+07   0.227520E+07   0.228112E+07  -0.600398E+00   0.227130E+07   0.227130E+07   0.333690E-01
   0.709685E-05   0.227520E+07   0.227520E+07   0.303353E+07   0.303353E+07   0.228836E+07   0.227535E+07   0.227520E+07   0.228112E+07  -0.600398E+00   0.227130E+07   0.227130E+07   0.368785E-01
   0.784323E-05   0.227520E+07   0.227520E+07   0.303351E+07   0.303351E+07   0.228836E+07   0.227535E+07   0.227520E+07   0.228112E+07  -0.600398E+00   0.227130E+07   0.227130E+07   0.407570E-01
   0.866811E-05   0.227520E+07   0.227520E+07   0.303349E+07   0.303349E+07   0.228836E+07   0.227535E+07   0.227520E+07   0.228112E+07  -0.600398E+00   0.227130E+07   0.227130E+07   0.450434E-01
   0.957974E-05   0.227520E+07   0.227520E+07   0.303347E+07   0.303347E+07   0.228836E+07   0.227535E+07   0.227520E+07   0.228112E+07  -0.600398E+00   0.227130E+07   0.227130E+07   0.497807E-01
   0.105873E-04   0.227520E+07   0.227520E+07   0.303344E+07   0.303344E+07   0.228835E+07   0.227535E+07   0.227520E+07   0.228112E+07  -0.600398E+00   0.227130E+07   0.227130E+07   0.550161E-01
   0.117007E-04   0.227520E+07   0.227520E+07   0.303340E+07   0.303340E+07   0.228835E+07   0.227535E+07   0.227520E+07   0.228112E+07  -0.600398E+00   0.227130E+07   0.227130E+07   0.608022E-01
   0.129313E-04   0.227520E+07   0.227520E+07   0.303336E+07   0.303336E+07   0.228834E+07   0.227535E+07   0.227520E+07   0.228112E+07  -0.600398E+00   0.227130E+07   0.227130E+07   0.671967E-01
   0.142913E-04   0.227520E+07   0.227520E+07   0.303330E+07   0.303330E+07   0.228834E+07   0.227535E+07   0.227520E+07   0.228112E+07  -0.600397E+00   0.227130E+07   0.227130E+07   0.742638E-01
   0.157943E-04   0.227520E+07   0.227520E+07   0.303324E+07   0.303323E+07   0.228833E+07   0.227535E+07   0.227520E+07   0.228112E+07  -0.600397E+00   0.227130E+07   0.227130E+07   0.820740E-01
   0.174554E-04   0.227520E+07   0.227520E+07   0.303316E+07   0.303315E+07   0.228832E+07   0.227535E+07   0.227520E+07   0.228112E+07  -0.600397E+00   0.227130E+07   0.227130E+07   0.907057E-01
   0.192912E-04   0.227520E+07   0.227520E+07   0.303306E+07   0.303305E+07   0.228831E+07   0.227535E+07   0.227520E+07   0.228112E+07  -0.600397E+00   0.227130E+07   0.227130E+07   0.100245E+00
   0.213201E-04   0.227520E+07   0.227520E+07   0.303293E+07   0.303293E+07   0.228830E+07   0.227535E+07   0.227520E+07   0.228111E+07  -0.600396E+00   0.227130E+07   0.227130E+07   0.110788E+00
