#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.581041E-05   0.239693E+06   0.239693E+06   0.319591E+06   0.319591E+06   0.282045E+06   0.240408E+06   0.239693E+06   0.245903E+06  -0.604552E+00   0.238586E+06   0.238586E+06   0.211479E+00
   0.642149E-05   0.239693E+06   0.239693E+06   0.319591E+06   0.319590E+06   0.282045E+06   0.240408E+06   0.239693E+06   0.245903E+06  -0.604552E+00   0.238586E+06   0.238586E+06   0.233720E+00
   0.709685E-05   0.239693E+06   0.239693E+06   0.319590E+06   0.319590E+06   0.282045E+06   0.240408E+06   0.239693E+06   0.245903E+06  -0.604552E+00   0.238586E+06   0.238586E+06   0.258300E+00
   0.784323E-05   0.239693E+06   0.239693E+06   0.319590E+06   0.319590E+06   0.282045E+06   0.240408E+06   0.239693E+06   0.245903E+06  -0.604552E+00   0.238586E+06   0.238586E+06   0.285466E+00
   0.866811E-05   0.239693E+06   0.239693E+06   0.319590E+06   0.319590E+06   0.282045E+06   0.240408E+06   0.239693E+06   0.245903E+06  -0.604552E+00   0.238586E+06   0.238586E+06   0.315489E+00
   0.957974E-05   0.239693E+06   0.239693E+06   0.319590E+06   0.319590E+06   0.282045E+06   0.240408E+06   0.239693E+06   0.245903E+06  -0.604552E+00   0.238586E+06   0.238586E+06   0.348669E+00
   0.105873E-04   0.239693E+06   0.239693E+06   0.319590E+06   0.319589E+06   0.282045E+06   0.240408E+06   0.239693E+06   0.245903E+06  -0.604552E+00   0.238586E+06   0.238586E+06   0.385339E+00
   0.117007E-04   0.239693E+06   0.239693E+06   0.319589E+06   0.319589E+06   0.282044E+06   0.240408E+06   0.239693E+06   0.245903E+06  -0.604551E+00   0.238586E+06   0.238586E+06   0.425865E+00
   0.129313E-04   0.239693E+06   0.239693E+06   0.319589E+06   0.319589E+06   0.282044E+06   0.240408E+06   0.239693E+06   0.245903E+06  -0.604551E+00   0.238586E+06   0.238586E+06   0.470654E+00
   0.142913E-04   0.239693E+06   0.239693E+06   0.319588E+06   0.319588E+06   0.282044E+06   0.240408E+06   0.239693E+06   0.245903E+06  -0.604551E+00   0.238586E+06   0.238586E+06   0.520153E+00
   0.157943E-04   0.239693E+06   0.239693E+06   0.319588E+06   0.319588E+06   0.282043E+06   0.240408E+06   0.239693E+06   0.245903E+06  -0.604551E+00   0.238586E+06   0.238586E+06   0.574858E+00
   0.174554E-04   0.239693E+06   0.239693E+06   0.319587E+06   0.319587E+06   0.282043E+06   0.240408E+06   0.239693E+06   0.245903E+06  -0.604551E+00   0.238586E+06   0.238586E+06   0.635316E+00
   0.192912E-04   0.239693E+06   0.239693E+06   0.319586E+06   0.319586E+06   0.282042E+06   0.240408E+06   0.239693E+06   0.245903E+06  -0.604551E+00   0.238586E+06   0.238586E+06   0.702133E+00
