#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.581041E-05   0.250352E+07   0.250352E+07   0.333797E+07   0.333797E+07   0.251556E+07   0.250366E+07   0.250352E+07   0.250943E+07  -0.600283E+00   0.249870E+07   0.249870E+07   0.277074E-01
   0.642149E-05   0.250352E+07   0.250352E+07   0.333796E+07   0.333796E+07   0.251556E+07   0.250366E+07   0.250352E+07   0.250943E+07  -0.600283E+00   0.249870E+07   0.249870E+07   0.306214E-01
   0.709685E-05   0.250352E+07   0.250352E+07   0.333794E+07   0.333794E+07   0.251555E+07   0.250366E+07   0.250352E+07   0.250943E+07  -0.600283E+00   0.249870E+07   0.249870E+07   0.338418E-01
   0.784323E-05   0.250352E+07   0.250352E+07   0.333792E+07   0.333792E+07   0.251555E+07   0.250366E+07   0.250352E+07   0.250943E+07  -0.600283E+00   0.249870E+07   0.249870E+07   0.374010E-01
   0.866811E-05   0.250352E+07   0.250352E+07   0.333790E+07   0.333790E+07   0.251555E+07   0.250366E+07   0.250352E+07   0.250943E+07  -0.600283E+00   0.249870E+07   0.249870E+07   0.413345E-01
   0.957974E-05   0.250352E+07   0.250352E+07   0.333787E+07   0.333787E+07   0.251555E+07   0.250366E+07   0.250352E+07   0.250943E+07  -0.600283E+00   0.249870E+07   0.249870E+07   0.456816E-01
   0.105873E-04   0.250352E+07   0.250352E+07   0.333783E+07   0.333783E+07   0.251554E+07   0.250366E+07   0.250352E+07   0.250943E+07  -0.600283E+00   0.249870E+07   0.249870E+07   0.504859E-01
   0.117007E-04   0.250352E+07   0.250352E+07   0.333779E+07   0.333778E+07   0.251554E+07   0.250366E+07   0.250352E+07   0.250943E+07  -0.600283E+00   0.249870E+07   0.249870E+07   0.557956E-01
   0.129313E-04   0.250352E+07   0.250352E+07   0.333773E+07   0.333773E+07   0.251553E+07   0.250366E+07   0.250352E+07   0.250943E+07  -0.600282E+00   0.249870E+07   0.249870E+07   0.616636E-01
   0.142913E-04   0.250352E+07   0.250352E+07   0.333767E+07   0.333766E+07   0.251553E+07   0.250366E+07   0.250352E+07   0.250943E+07  -0.600282E+00   0.249870E+07   0.249870E+07   0.681487E-01
   0.157943E-04   0.250352E+07   0.250352E+07   0.333758E+07   0.333758E+07   0.251552E+07   0.250366E+07   0.250352E+07   0.250943E+07  -0.600282E+00   0.249870E+07   0.249870E+07   0.753158E-01
   0.174554E-04   0.250352E+07   0.250352E+07   0.333749E+07   0.333748E+07   0.251551E+07   0.250366E+07   0.250352E+07   0.250943E+07  -0.600282E+00   0.249870E+07   0.249870E+07   0.832367E-01
   0.192912E-04   0.250352E+07   0.250352E+07   0.333736E+07   0.333736E+07   0.251550E+07   0.250365E+07   0.250352E+07   0.250942E+07  -0.600281E+00   0.249870E+07   0.249870E+07   0.919906E-01
   0.213201E-04   0.250352E+07   0.250352E+07   0.333722E+07   0.333721E+07   0.251548E+07   0.250365E+07   0.250352E+07   0.250942E+07  -0.600281E+00   0.249870E+07   0.249870E+07   0.101665E+00
   0.235624E-04   0.250352E+07   0.250352E+07   0.333704E+07   0.333702E+07   0.251546E+07   0.250365E+07   0.250352E+07   0.250942E+07  -0.600280E+00   0.249870E+07   0.249870E+07   0.112357E+00
