#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.581041E-05   0.152354E+08   0.152354E+08   0.203114E+08   0.203114E+08   0.152373E+08   0.152354E+08   0.152354E+08   0.152407E+08  -0.545795E+00   0.116230E+08   0.116230E+08   0.484756E-02
   0.642149E-05   0.152354E+08   0.152354E+08   0.203109E+08   0.203109E+08   0.152373E+08   0.152354E+08   0.152354E+08   0.152406E+08  -0.545795E+00   0.116230E+08   0.116230E+08   0.535737E-02
   0.709685E-05   0.152354E+08   0.152354E+08   0.203102E+08   0.203102E+08   0.152373E+08   0.152354E+08   0.152354E+08   0.152406E+08  -0.545794E+00   0.116230E+08   0.116230E+08   0.592080E-02
   0.784323E-05   0.152354E+08   0.152354E+08   0.203094E+08   0.203094E+08   0.152373E+08   0.152354E+08   0.152354E+08   0.152406E+08  -0.545794E+00   0.116230E+08   0.116230E+08   0.654348E-02
   0.866811E-05   0.152354E+08   0.152354E+08   0.203084E+08   0.203084E+08   0.152373E+08   0.152354E+08   0.152354E+08   0.152406E+08  -0.545794E+00   0.116230E+08   0.116230E+08   0.723165E-02
   0.957974E-05   0.152354E+08   0.152354E+08   0.203073E+08   0.203072E+08   0.152373E+08   0.152354E+08   0.152354E+08   0.152406E+08  -0.545794E+00   0.116230E+08   0.116230E+08   0.799218E-02
   0.105873E-04   0.152353E+08   0.152353E+08   0.203058E+08   0.203058E+08   0.152373E+08   0.152354E+08   0.152353E+08   0.152406E+08  -0.545794E+00   0.116230E+08   0.116230E+08   0.883269E-02
   0.117007E-04   0.152353E+08   0.152353E+08   0.203040E+08   0.203040E+08   0.152372E+08   0.152354E+08   0.152353E+08   0.152406E+08  -0.545794E+00   0.116230E+08   0.116230E+08   0.976159E-02
   0.129313E-04   0.152353E+08   0.152353E+08   0.203019E+08   0.203018E+08   0.152372E+08   0.152354E+08   0.152353E+08   0.152406E+08  -0.545794E+00   0.116230E+08   0.116230E+08   0.107882E-01
   0.142913E-04   0.152353E+08   0.152353E+08   0.202992E+08   0.202992E+08   0.152372E+08   0.152354E+08   0.152353E+08   0.152406E+08  -0.545793E+00   0.116230E+08   0.116230E+08   0.119227E-01
   0.157943E-04   0.152353E+08   0.152353E+08   0.202960E+08   0.202959E+08   0.152372E+08   0.152353E+08   0.152353E+08   0.152406E+08  -0.545793E+00   0.116230E+08   0.116230E+08   0.131765E-01
   0.174554E-04   0.152353E+08   0.152353E+08   0.202920E+08   0.202920E+08   0.152372E+08   0.152353E+08   0.152353E+08   0.152406E+08  -0.545793E+00   0.116229E+08   0.116229E+08   0.145621E-01
   0.192912E-04   0.152353E+08   0.152353E+08   0.202872E+08   0.202871E+08   0.152371E+08   0.152353E+08   0.152353E+08   0.152406E+08  -0.545792E+00   0.116229E+08   0.116229E+08   0.160934E-01
