#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.388478E-04   0.400744E+06   0.400744E+06   0.534268E+06   0.534264E+06   0.443111E+06   0.401326E+06   0.400744E+06   0.406948E+06  -0.603123E+00   0.399231E+06   0.399231E+06   0.921597E+00
   0.429334E-04   0.400743E+06   0.400743E+06   0.534255E+06   0.534250E+06   0.443103E+06   0.401325E+06   0.400743E+06   0.406947E+06  -0.603122E+00   0.399231E+06   0.399231E+06   0.101852E+01
   0.474488E-04   0.400743E+06   0.400743E+06   0.534238E+06   0.534232E+06   0.443094E+06   0.401325E+06   0.400743E+06   0.406946E+06  -0.603121E+00   0.399230E+06   0.399230E+06   0.112564E+01
   0.524390E-04   0.400742E+06   0.400742E+06   0.534219E+06   0.534211E+06   0.443082E+06   0.401324E+06   0.400742E+06   0.406945E+06  -0.603119E+00   0.399229E+06   0.399229E+06   0.124402E+01
   0.579541E-04   0.400741E+06   0.400741E+06   0.534195E+06   0.534186E+06   0.443067E+06   0.401323E+06   0.400741E+06   0.406944E+06  -0.603117E+00   0.399229E+06   0.399229E+06   0.137485E+01
   0.640491E-04   0.400740E+06   0.400740E+06   0.534165E+06   0.534154E+06   0.443049E+06   0.401322E+06   0.400740E+06   0.406942E+06  -0.603115E+00   0.399228E+06   0.399228E+06   0.151943E+01
   0.707853E-04   0.400739E+06   0.400739E+06   0.534129E+06   0.534116E+06   0.443028E+06   0.401320E+06   0.400739E+06   0.406941E+06  -0.603112E+00   0.399226E+06   0.399226E+06   0.167923E+01
   0.782298E-04   0.400738E+06   0.400737E+06   0.534085E+06   0.534069E+06   0.443001E+06   0.401319E+06   0.400738E+06   0.406938E+06  -0.603109E+00   0.399225E+06   0.399225E+06   0.185582E+01
   0.864573E-04   0.400736E+06   0.400736E+06   0.534032E+06   0.534012E+06   0.442968E+06   0.401317E+06   0.400736E+06   0.406936E+06  -0.603104E+00   0.399223E+06   0.399223E+06   0.205098E+01
   0.955501E-04   0.400734E+06   0.400733E+06   0.533966E+06   0.533942E+06   0.442929E+06   0.401314E+06   0.400734E+06   0.406932E+06  -0.603099E+00   0.399221E+06   0.399221E+06   0.226667E+01
   0.105599E-03   0.400732E+06   0.400731E+06   0.533886E+06   0.533857E+06   0.442880E+06   0.401311E+06   0.400732E+06   0.406928E+06  -0.603093E+00   0.399218E+06   0.399218E+06   0.250502E+01
   0.116705E-03   0.400729E+06   0.400727E+06   0.533789E+06   0.533752E+06   0.442821E+06   0.401307E+06   0.400728E+06   0.406924E+06  -0.603085E+00   0.399215E+06   0.399215E+06   0.276844E+01
   0.128979E-03   0.400725E+06   0.400723E+06   0.533670E+06   0.533625E+06   0.442749E+06   0.401302E+06   0.400725E+06   0.406918E+06  -0.603076E+00   0.399211E+06   0.399211E+06   0.305955E+01
   0.142544E-03   0.400720E+06   0.400718E+06   0.533524E+06   0.533470E+06   0.442661E+06   0.401296E+06   0.400720E+06   0.406910E+06  -0.603064E+00   0.399207E+06   0.399206E+06   0.338126E+01
   0.157535E-03   0.400715E+06   0.400712E+06   0.533346E+06   0.533280E+06   0.442553E+06   0.401289E+06   0.400714E+06   0.406901E+06  -0.603050E+00   0.399201E+06   0.399200E+06   0.373677E+01
   0.174104E-03   0.400708E+06   0.400705E+06   0.533129E+06   0.533049E+06   0.442422E+06   0.401280E+06   0.400707E+06   0.406890E+06  -0.603033E+00   0.399194E+06   0.399193E+06   0.412965E+01
   0.192414E-03   0.400699E+06   0.400696E+06   0.532864E+06   0.532766E+06   0.442261E+06   0.401270E+06   0.400699E+06   0.406877E+06  -0.603012E+00   0.399185E+06   0.399184E+06   0.456380E+01
   0.212651E-03   0.400689E+06   0.400685E+06   0.532541E+06   0.532420E+06   0.442065E+06   0.401257E+06   0.400688E+06   0.406861E+06  -0.602986E+00   0.399174E+06   0.399173E+06   0.504355E+01
   0.235015E-03   0.400676E+06   0.400672E+06   0.532146E+06   0.531999E+06   0.441826E+06   0.401241E+06   0.400676E+06   0.406841E+06  -0.602955E+00   0.399161E+06   0.399160E+06   0.557367E+01
   0.259732E-03   0.400661E+06   0.400655E+06   0.531664E+06   0.531485E+06   0.441534E+06   0.401222E+06   0.400660E+06   0.406816E+06  -0.602917E+00   0.399145E+06   0.399144E+06   0.615944E+01
   0.287048E-03   0.400642E+06   0.400635E+06   0.531076E+06   0.530857E+06   0.441177E+06   0.401198E+06   0.400641E+06   0.406787E+06  -0.602870E+00   0.399126E+06   0.399124E+06   0.680667E+01
   0.317237E-03   0.400620E+06   0.400611E+06   0.530359E+06   0.530092E+06   0.440742E+06   0.401170E+06   0.400618E+06   0.406750E+06  -0.602813E+00   0.399102E+06   0.399100E+06   0.752177E+01
   0.350602E-03   0.400592E+06   0.400581E+06   0.529483E+06   0.529158E+06   0.440211E+06   0.401135E+06   0.400590E+06   0.406706E+06  -0.602744E+00   0.399073E+06   0.399071E+06   0.831182E+01
   0.387475E-03   0.400558E+06   0.400545E+06   0.528416E+06   0.528020E+06   0.439564E+06   0.401092E+06   0.400556E+06   0.406652E+06  -0.602659E+00   0.399038E+06   0.399035E+06   0.918459E+01
   0.428226E-03   0.400516E+06   0.400500E+06   0.527115E+06   0.526633E+06   0.438774E+06   0.401040E+06   0.400514E+06   0.406586E+06  -0.602556E+00   0.398994E+06   0.398991E+06   0.101487E+02
   0.473263E-03   0.400465E+06   0.400446E+06   0.525530E+06   0.524943E+06   0.437812E+06   0.400976E+06   0.400462E+06   0.406506E+06  -0.602429E+00   0.398942E+06   0.398938E+06   0.112135E+02
   0.523036E-03   0.400404E+06   0.400380E+06   0.523600E+06   0.522885E+06   0.436640E+06   0.400898E+06   0.400400E+06   0.406407E+06  -0.602275E+00   0.398877E+06   0.398873E+06   0.123894E+02
   0.578045E-03   0.400328E+06   0.400299E+06   0.521251E+06   0.520382E+06   0.435213E+06   0.400803E+06   0.400324E+06   0.406288E+06  -0.602087E+00   0.398798E+06   0.398793E+06   0.136878E+02
   0.638838E-03   0.400236E+06   0.400201E+06   0.518394E+06   0.517340E+06   0.433476E+06   0.400687E+06   0.400230E+06   0.406142E+06  -0.601858E+00   0.398703E+06   0.398696E+06   0.151212E+02
   0.706025E-03   0.400123E+06   0.400081E+06   0.514923E+06   0.513646E+06   0.431365E+06   0.400546E+06   0.400117E+06   0.405964E+06  -0.601579E+00   0.398586E+06   0.398578E+06   0.167032E+02
   0.780278E-03   0.399986E+06   0.399934E+06   0.510712E+06   0.509167E+06   0.428801E+06   0.400374E+06   0.399978E+06   0.405748E+06  -0.601240E+00   0.398443E+06   0.398433E+06   0.184487E+02
   0.862341E-03   0.399819E+06   0.399756E+06   0.505610E+06   0.503745E+06   0.425691E+06   0.400165E+06   0.399809E+06   0.405485E+06  -0.600827E+00   0.398269E+06   0.398257E+06   0.203739E+02
   0.953034E-03   0.399616E+06   0.399538E+06   0.499440E+06   0.497193E+06   0.421925E+06   0.399910E+06   0.399604E+06   0.405166E+06  -0.600324E+00   0.398057E+06   0.398042E+06   0.224963E+02
   0.105327E-02   0.399368E+06   0.399273E+06   0.491994E+06   0.489297E+06   0.417372E+06   0.399601E+06   0.399353E+06   0.404778E+06  -0.599713E+00   0.397799E+06   0.397781E+06   0.248350E+02
   0.116404E-02   0.399066E+06   0.398950E+06   0.483033E+06   0.479808E+06   0.411881E+06   0.399224E+06   0.399048E+06   0.404307E+06  -0.598973E+00   0.397484E+06   0.397463E+06   0.274103E+02
   0.128646E-02   0.398699E+06   0.398558E+06   0.472284E+06   0.468447E+06   0.405278E+06   0.398768E+06   0.398677E+06   0.403737E+06  -0.598076E+00   0.397102E+06   0.397075E+06   0.302440E+02
   0.142176E-02   0.398254E+06   0.398080E+06   0.459444E+06   0.454904E+06   0.397365E+06   0.398215E+06   0.398227E+06   0.403049E+06  -0.596991E+00   0.396637E+06   0.396605E+06   0.333590E+02
   0.157129E-02   0.397713E+06   0.397502E+06   0.444180E+06   0.438851E+06   0.387923E+06   0.397546E+06   0.397680E+06   0.402219E+06  -0.595681E+00   0.396072E+06   0.396033E+06   0.367795E+02
   0.173654E-02   0.397057E+06   0.396800E+06   0.426149E+06   0.419950E+06   0.376713E+06   0.396738E+06   0.397017E+06   0.401222E+06  -0.594106E+00   0.395388E+06   0.395341E+06   0.405304E+02
   0.191918E-02   0.396265E+06   0.395950E+06   0.405010E+06   0.397882E+06   0.363531E+06   0.395767E+06   0.396216E+06   0.400028E+06  -0.592218E+00   0.394565E+06   0.394507E+06   0.446370E+02
   0.212102E-02   0.395308E+06   0.394924E+06   0.380461E+06   0.372382E+06   0.348077E+06   0.394600E+06   0.395248E+06   0.398603E+06  -0.589959E+00   0.393565E+06   0.393494E+06   0.491245E+02
   0.234409E-02   0.394156E+06   0.393688E+06   0.352281E+06   0.343293E+06   0.330170E+06   0.393204E+06   0.394083E+06   0.396911E+06  -0.587272E+00   0.392360E+06   0.392274E+06   0.540175E+02
   0.259062E-02   0.392773E+06   0.392202E+06   0.320405E+06   0.310639E+06   0.309672E+06   0.391543E+06   0.392683E+06   0.394914E+06  -0.584094E+00   0.390912E+06   0.390808E+06   0.593388E+02
   0.286307E-02   0.391118E+06   0.390422E+06   0.285001E+06   0.274711E+06   0.286556E+06   0.389574E+06   0.391009E+06   0.392573E+06  -0.580358E+00   0.389177E+06   0.389051E+06   0.651087E+02
   0.316418E-02   0.389147E+06   0.388300E+06   0.246576E+06   0.236170E+06   0.260965E+06   0.387255E+06   0.389015E+06   0.389850E+06  -0.576000E+00   0.387107E+06   0.386955E+06   0.713442E+02
   0.349696E-02   0.386811E+06   0.385779E+06   0.206083E+06   0.196138E+06   0.233279E+06   0.384543E+06   0.386650E+06   0.386711E+06  -0.570964E+00   0.384651E+06   0.384466E+06   0.780581E+02
   0.386474E-02   0.384059E+06   0.382804E+06   0.164999E+06   0.156247E+06   0.204177E+06   0.381394E+06   0.383863E+06   0.383130E+06  -0.565204E+00   0.381753E+06   0.381530E+06   0.852582E+02
   0.427120E-02   0.380839E+06   0.379312E+06   0.125343E+06   0.118593E+06   0.174672E+06   0.377771E+06   0.380601E+06   0.379090E+06  -0.558691E+00   0.378356E+06   0.378087E+06   0.929481E+02
   0.472041E-02   0.377101E+06   0.375245E+06   0.895481E+05   0.855356E+05   0.146088E+06   0.373640E+06   0.376811E+06   0.374583E+06  -0.551420E+00   0.374407E+06   0.374084E+06   0.101128E+03
   0.521686E-02   0.372797E+06   0.370545E+06   0.601330E+05   0.592691E+05   0.119938E+06   0.368976E+06   0.372446E+06   0.369609E+06  -0.543410E+00   0.369858E+06   0.369470E+06   0.109796E+03
   0.576552E-02   0.367891E+06   0.365161E+06   0.391130E+05   0.411917E+05   0.976693E+05   0.363758E+06   0.367465E+06   0.364169E+06  -0.534697E+00   0.364672E+06   0.364208E+06   0.118951E+03
   0.637188E-02   0.362354E+06   0.359049E+06   0.272212E+05   0.311991E+05   0.802774E+05   0.357969E+06   0.361838E+06   0.358255E+06  -0.525318E+00   0.358827E+06   0.358272E+06   0.128596E+03
   0.704202E-02   0.356166E+06   0.352172E+06   0.231907E+05   0.272640E+05   0.678815E+05   0.351590E+06   0.355543E+06   0.351834E+06  -0.515290E+00   0.352313E+06   0.351652E+06   0.138737E+03
   0.778264E-02   0.349319E+06   0.344500E+06   0.236016E+05   0.258083E+05   0.594709E+05   0.344594E+06   0.348567E+06   0.344842E+06  -0.504583E+00   0.345138E+06   0.344351E+06   0.149376E+03
   0.860115E-02   0.341804E+06   0.336005E+06   0.238826E+05   0.232106E+05   0.531114E+05   0.336944E+06   0.340899E+06   0.337196E+06  -0.493105E+00   0.337310E+06   0.336376E+06   0.160498E+03
   0.950573E-02   0.333614E+06   0.326651E+06   0.206010E+05   0.179873E+05   0.467876E+05   0.328601E+06   0.332527E+06   0.328817E+06  -0.480721E+00   0.328835E+06   0.327729E+06   0.172055E+03
   0.105055E-01   0.324733E+06   0.316399E+06   0.139275E+05   0.119414E+05   0.395832E+05   0.319531E+06   0.323432E+06   0.319678E+06  -0.467304E+00   0.319699E+06   0.318392E+06   0.183943E+03
   0.116103E-01   0.315140E+06   0.305200E+06   0.777673E+04   0.831427E+04   0.322677E+05   0.309722E+06   0.313588E+06   0.309804E+06  -0.452794E+00   0.309870E+06   0.308329E+06   0.195992E+03
   0.128314E-01   0.304814E+06   0.293010E+06   0.588582E+04   0.772388E+04   0.263557E+05   0.299171E+06   0.302972E+06   0.299232E+06  -0.437210E+00   0.299307E+06   0.297501E+06   0.207969E+03
   0.141809E-01   0.293742E+06   0.279796E+06   0.691490E+04   0.709032E+04   0.222195E+05   0.287864E+06   0.291565E+06   0.287937E+06  -0.420579E+00   0.287986E+06   0.285878E+06   0.219574E+03
   0.156723E-01   0.281918E+06   0.265541E+06   0.605017E+04   0.472834E+04   0.187100E+05   0.275780E+06   0.279362E+06   0.275843E+06  -0.402863E+00   0.275904E+06   0.273459E+06   0.230418E+03
   0.173206E-01   0.269342E+06   0.250254E+06   0.313371E+04   0.330048E+04   0.151718E+05   0.262911E+06   0.266363E+06   0.262944E+06  -0.384008E+00   0.263067E+06   0.260253E+06   0.239985E+03
   0.191422E-01   0.256029E+06   0.233981E+06   0.255065E+04   0.326701E+04   0.122290E+05   0.249284E+06   0.252587E+06   0.249311E+06  -0.364048E+00   0.249485E+06   0.246277E+06   0.247623E+03
   0.211554E-01   0.242016E+06   0.216828E+06   0.293182E+04   0.213314E+04   0.987658E+04   0.234949E+06   0.238085E+06   0.234980E+06  -0.343082E+00   0.235199E+06   0.231583E+06   0.252562E+03
   0.233803E-01   0.227377E+06   0.198985E+06   0.184496E+04   0.169095E+04   0.784967E+04   0.219989E+06   0.222945E+06   0.220009E+06  -0.321218E+00   0.220299E+06   0.216281E+06   0.253926E+03
   0.258393E-01   0.212229E+06   0.180747E+06   0.234851E+04   0.135626E+04   0.625980E+04   0.204552E+06   0.207315E+06   0.204577E+06  -0.298660E+00   0.204922E+06   0.200537E+06   0.250762E+03
   0.285568E-01   0.196748E+06   0.162539E+06   0.163674E+04   0.956422E+03   0.480886E+04   0.188844E+06   0.191409E+06   0.188862E+06  -0.275709E+00   0.189270E+06   0.184589E+06   0.242154E+03
   0.315601E-01   0.181180E+06   0.144922E+06   0.667494E+03   0.716850E+03   0.382242E+04   0.173161E+06   0.175521E+06   0.173168E+06  -0.252783E+00   0.173623E+06   0.168766E+06   0.227357E+03
   0.348794E-01   0.165837E+06   0.128571E+06   0.496135E+03   0.609401E+03   0.285597E+04   0.157861E+06   0.160020E+06   0.157866E+06  -0.230439E+00   0.158337E+06   0.153474E+06   0.206015E+03
   0.385477E-01   0.151086E+06   0.114215E+06   0.466323E+03   0.368264E+03   0.222439E+04   0.143365E+06   0.145331E+06   0.143370E+06  -0.209270E+00   0.143824E+06   0.139169E+06   0.178432E+03
   0.426017E-01   0.137307E+06   0.102497E+06   0.403438E+03   0.274293E+03   0.171570E+04   0.130085E+06   0.131873E+06   0.130089E+06  -0.189880E+00   0.130493E+06   0.126288E+06   0.145858E+03
   0.470822E-01   0.124817E+06   0.937751E+05   0.134160E+03   0.228507E+03   0.127477E+04   0.118340E+06   0.119971E+06   0.118342E+06  -0.172731E+00   0.118664E+06   0.115137E+06   0.110687E+03
   0.520339E-01   0.113774E+06   0.878804E+05   0.411329E+02   0.178779E+03   0.972744E+03   0.108238E+06   0.109732E+06   0.108238E+06  -0.157981E+00   0.108452E+06   0.105760E+06   0.764298E+02
   0.575064E-01   0.104078E+06   0.839206E+05   0.151741E+03   0.130919E+03   0.748079E+03   0.995550E+05   0.100932E+06   0.995566E+05  -0.145307E+00   0.996553E+05   0.978163E+05   0.472492E+02
   0.635544E-01   0.953268E+05   0.803033E+05   0.468071E+02   0.884198E+02   0.564681E+03   0.917118E+05   0.929818E+05   0.917123E+05  -0.133856E+00   0.917239E+05   0.905648E+05   0.269466E+02
   0.702384E-01   0.869062E+05   0.751628E+05   0.454954E+02   0.665617E+02   0.435150E+03   0.839101E+05   0.850732E+05   0.839105E+05  -0.122468E+00   0.838855E+05   0.830558E+05   0.174555E+02
   0.776255E-01   0.782646E+05   0.672596E+05   0.745767E+02   0.594662E+02   0.321752E+03   0.754993E+05   0.765468E+05   0.755001E+05  -0.110192E+00   0.755009E+05   0.745852E+05   0.174303E+02
   0.857894E-01   0.693035E+05   0.570342E+05  -0.509137E+01   0.340951E+02   0.228629E+03   0.664655E+05   0.673884E+05   0.664654E+05  -0.970056E-01   0.665351E+05   0.652602E+05   0.219558E+02
   0.948120E-01   0.606149E+05   0.469522E+05   0.262429E+02   0.253948E+02   0.168781E+03   0.576810E+05   0.584823E+05   0.576813E+05  -0.841848E-01   0.578091E+05   0.562387E+05   0.244735E+02
   0.104783E+00   0.531901E+05   0.401432E+05   0.126636E+02   0.197285E+02   0.120523E+03   0.504524E+05   0.511537E+05   0.504525E+05  -0.736342E-01   0.505795E+05   0.491043E+05   0.208013E+02
   0.115804E+00   0.475245E+05   0.375276E+05   0.304243E+02   0.133706E+02   0.902123E+02   0.453337E+05   0.459641E+05   0.453340E+05  -0.661635E-01   0.453986E+05   0.444097E+05   0.126163E+02
   0.127983E+00   0.428824E+05   0.361294E+05  -0.161399E+01   0.956661E+01   0.676803E+02   0.412545E+05   0.418283E+05   0.412544E+05  -0.602093E-01   0.412594E+05   0.407253E+05   0.616676E+01
   0.141443E+00   0.379574E+05   0.319997E+05   0.407958E+01   0.804929E+01   0.484797E+02   0.365193E+05   0.370274E+05   0.365193E+05  -0.532985E-01   0.365297E+05   0.360115E+05   0.541248E+01
   0.156318E+00   0.326808E+05   0.258038E+05   0.165885E+02   0.608222E+01   0.340705E+02   0.311735E+05   0.316074E+05   0.311737E+05  -0.454967E-01   0.312258E+05   0.304859E+05   0.699346E+01
   0.172759E+00   0.283958E+05   0.221065E+05   0.270065E+01   0.406889E+01   0.248279E+02   0.270378E+05   0.274142E+05   0.270378E+05  -0.394605E-01   0.270861E+05   0.264259E+05   0.564617E+01
   0.190928E+00   0.253065E+05   0.209676E+05  -0.284861E+00   0.242647E+01   0.180727E+02   0.242910E+05   0.246292E+05   0.242910E+05  -0.354517E-01   0.243029E+05   0.239249E+05   0.292512E+01
   0.211008E+00   0.220565E+05   0.180815E+05   0.378231E+01   0.166080E+01   0.132043E+02   0.211417E+05   0.214361E+05   0.211417E+05  -0.308553E-01   0.211593E+05   0.207780E+05   0.266977E+01
   0.233200E+00   0.189148E+05   0.149200E+05   0.220626E+01   0.123582E+01   0.910087E+01   0.180400E+05   0.182913E+05   0.180400E+05  -0.263286E-01   0.180679E+05   0.176554E+05   0.261343E+01
   0.257726E+00   0.166303E+05   0.136575E+05   0.882473E+00   0.896570E+00   0.650017E+01   0.159442E+05   0.161663E+05   0.159443E+05  -0.232699E-01   0.159553E+05   0.156834E+05   0.155894E+01
   0.284831E+00   0.143310E+05   0.115385E+05   0.750899E+00   0.561766E+00   0.462503E+01   0.137042E+05   0.138951E+05   0.137042E+05  -0.200007E-01   0.137201E+05   0.134423E+05   0.144079E+01
   0.314787E+00   0.123967E+05   0.100387E+05   0.966828E+00   0.527973E+00   0.332541E+01   0.118634E+05   0.120287E+05   0.118634E+05  -0.173141E-01   0.118750E+05   0.116492E+05   0.106009E+01
   0.347893E+00   0.107043E+05   0.865897E+04   0.503230E+00   0.276337E+00   0.231570E+01   0.102423E+05   0.103850E+05   0.102423E+05  -0.149482E-01   0.102530E+05   0.100536E+05   0.846958E+00
   0.384481E+00   0.922101E+04   0.747574E+04   0.343104E+00   0.193071E+00   0.166247E+01   0.882564E+04   0.894859E+04   0.882565E+04  -0.128806E-01   0.883416E+04   0.866682E+04   0.643089E+00
   0.424918E+00   0.792110E+04   0.639707E+04   0.349219E+00   0.193782E+00   0.116199E+01   0.757765E+04   0.768322E+04   0.757766E+04  -0.110592E-01   0.758563E+04   0.743724E+04   0.515996E+00
   0.469607E+00   0.680812E+04   0.551794E+04   0.112592E+00   0.109474E+00   0.815246E+00   0.651596E+04   0.660674E+04   0.651596E+04  -0.950971E-02   0.652232E+04   0.639807E+04   0.390930E+00
   0.518996E+00   0.583333E+04   0.472370E+04   0.106002E+00   0.105232E+00   0.569558E+00   0.558236E+04   0.566013E+04   0.558236E+04  -0.814717E-02   0.558788E+04   0.548093E+04   0.304501E+00
   0.573579E+00   0.499194E+04   0.404045E+04   0.741828E-01   0.423947E-01   0.391948E+00   0.477687E+04   0.484343E+04   0.477687E+04  -0.697160E-02   0.478164E+04   0.468979E+04   0.236602E+00
   0.633902E+00   0.426667E+04   0.345391E+04   0.430130E-01   0.542749E-01   0.277765E+00   0.408292E+04   0.413981E+04   0.408292E+04  -0.595882E-02   0.408698E+04   0.400856E+04   0.182783E+00
   0.700571E+00   0.364181E+04   0.294845E+04   0.336502E-01   0.242440E-01   0.194820E+00   0.348503E+04   0.353358E+04   0.348503E+04  -0.508622E-02   0.348848E+04   0.342162E+04   0.141011E+00
   0.774251E+00   0.310447E+04   0.251358E+04   0.225706E-01   0.179039E-01   0.140557E+00   0.297085E+04   0.301224E+04   0.297085E+04  -0.433580E-02   0.297378E+04   0.291683E+04   0.108689E+00
   0.855679E+00   0.264310E+04   0.214012E+04   0.158885E-01   0.150232E-01   0.954228E-01   0.252935E+04   0.256459E+04   0.252935E+04  -0.369146E-02   0.253184E+04   0.248338E+04   0.836881E-01
   0.945672E+00   0.224766E+04   0.181998E+04   0.110663E-01   0.712614E-02   0.653942E-01   0.215093E+04   0.218090E+04   0.215093E+04  -0.313917E-02   0.215305E+04   0.211185E+04   0.643709E-01
   0.104513E+01   0.190927E+04   0.154602E+04   0.770273E-02   0.572898E-02   0.464224E-01   0.182711E+04   0.185257E+04   0.182711E+04  -0.266657E-02   0.182890E+04   0.179392E+04   0.494603E-01
   0.115505E+01   0.162008E+04   0.131188E+04   0.535103E-02   0.477991E-02   0.334329E-01   0.155037E+04   0.157197E+04   0.155037E+04  -0.226269E-02   0.155189E+04   0.152221E+04   0.379640E-01
   0.127652E+01   0.137332E+04   0.111208E+04   0.371323E-02   0.200599E-02   0.228286E-01   0.131423E+04   0.133254E+04   0.131423E+04  -0.191805E-02   0.131552E+04   0.129037E+04   0.291116E-01
   0.141078E+01   0.116301E+04   0.941797E+03   0.257455E-02   0.316180E-02   0.155699E-01   0.111297E+04   0.112848E+04   0.111297E+04  -0.162432E-02   0.111406E+04   0.109276E+04   0.223024E-01
   0.155915E+01   0.983996E+03   0.796848E+03   0.178341E-02   0.175348E-02   0.107823E-01   0.941664E+03   0.954784E+03   0.941664E+03  -0.137431E-02   0.942583E+03   0.924570E+03   0.170707E-01
   0.172313E+01   0.831802E+03   0.673611E+03   0.123430E-02   0.391935E-03   0.732488E-02   0.796019E+03   0.807110E+03   0.796019E+03  -0.116175E-02   0.796796E+03   0.781571E+03   0.130551E-01
   0.190435E+01   0.702549E+03   0.568947E+03   0.853527E-03   0.108428E-02   0.521532E-02   0.672327E+03   0.681695E+03   0.672327E+03  -0.981226E-03   0.672983E+03   0.660125E+03   0.997590E-02
   0.210463E+01   0.592903E+03   0.480158E+03   0.589757E-03   0.758325E-03   0.353882E-02   0.567399E+03   0.575305E+03   0.567399E+03  -0.828089E-03   0.567952E+03   0.557102E+03   0.761708E-02
   0.232598E+01   0.499982E+03   0.404911E+03   0.407182E-03   0.332342E-03   0.259917E-02   0.478476E+03   0.485143E+03   0.478476E+03  -0.698310E-03   0.478942E+03   0.469793E+03   0.581174E-02
