5.810400000000e-06	1.000000000000e+00	1.176460526261e+00	1.050406386860e+00	1.050406386860e+00	9.248983265678e-01
6.421500000000e-06	1.000000000000e+00	1.176460526261e+00	1.050406386860e+00	1.050406386860e+00	9.248981814914e-01
7.096900000000e-06	1.000000000000e+00	1.176460526261e+00	1.050406386861e+00	1.050406386861e+00	9.248976031030e-01
7.843300000000e-06	1.000000000000e+00	1.176460526261e+00	1.050406386859e+00	1.050406386859e+00	9.248973837483e-01
8.668200000000e-06	1.000000000000e+00	1.176460526261e+00	1.050306276359e+00	1.050406386862e+00	9.248965915366e-01
9.579800000000e-06	1.000000000000e+00	1.176460526261e+00	1.050406386860e+00	1.050406386860e+00	9.248108504372e-01
1.058700000000e-05	1.000000000000e+00	1.176456354223e+00	1.050306276358e+00	1.050306276358e+00	9.249020445660e-01
1.170100000000e-05	1.000000000000e+00	1.176456354223e+00	1.050414773205e+00	1.050306276359e+00	9.249013895115e-01
1.293100000000e-05	1.000000000000e+00	1.176456354223e+00	1.050414689568e+00	1.050306276359e+00	9.248998737450e-01
1.429100000000e-05	1.000000000000e+00	1.176452182185e+00	1.050414601770e+00	1.050414689568e+00	9.249053245699e-01
1.579400000000e-05	1.000000000000e+00	1.176452182185e+00	1.050414514849e+00	1.050414601770e+00	9.249038013817e-01
1.745600000000e-05	1.000000000000e+00	1.176448010146e+00	1.050414345441e+00	1.050414428798e+00	9.249086045997e-01
1.929100000000e-05	1.000000000000e+00	1.176448010146e+00	1.050414260248e+00	1.050414345439e+00	9.248206944171e-01
2.132000000000e-05	1.000000000000e+00	1.176443838108e+00	1.050414260248e+00	1.050414260248e+00	9.248244066914e-01
2.356300000000e-05	1.000000000000e+00	1.176439666070e+00	1.050414093521e+00	1.050414260249e+00	9.248273977412e-01
2.604100000000e-05	1.000000000000e+00	1.176431321994e+00	1.050413671035e+00	1.050413929437e+00	9.248297370911e-01
2.877900000000e-05	1.000000000000e+00	1.176427149956e+00	1.050412892651e+00	1.050413498929e+00	9.248375311482e-01
3.180600000000e-05	9.999958279618e-01	1.176418805879e+00	1.050412301093e+00	1.050412470623e+00	9.248443836632e-01
3.515100000000e-05	1.000000000000e+00	1.176411197797e+00	1.050411523038e+00	1.050412217175e+00	9.248498585164e-01
3.884800000000e-05	1.000000000000e+00	1.176402853686e+00	1.050410852480e+00	1.050411268878e+00	9.248598476727e-01
4.293400000000e-05	1.000000000000e+00	1.176386165464e+00	1.050419072022e+00	1.050310658352e+00	9.247824949838e-01
4.744900000000e-05	1.000000000000e+00	1.176369477241e+00	1.050418140844e+00	1.050418642702e+00	9.247946802459e-01
5.243900000000e-05	9.999958279444e-01	1.176344444908e+00	1.050416427024e+00	1.050417022329e+00	9.248166840369e-01
5.795400000000e-05	1.000000000000e+00	1.176324320265e+00	1.050314873803e+00	1.050415486681e+00	9.247496029031e-01
6.405000000000e-05	1.000000000000e+00	1.176290943681e+00	1.050421235550e+00	1.050423025190e+00	9.246839931879e-01
7.078600000000e-05	1.000000000000e+00	1.176254130369e+00	1.050319172509e+00	1.050420296928e+00	9.247181822300e-01
7.823000000000e-05	9.999958279096e-01	1.176208237375e+00	1.050424084106e+00	1.050426994096e+00	9.246661255262e-01
8.645800000000e-05	9.999958278922e-01	1.176150563026e+00	1.050429581136e+00	1.050323554610e+00	9.246255038599e-01
9.555100000000e-05	9.999958278748e-01	1.176084543945e+00	1.050433797283e+00	1.050328020108e+00	9.245942158167e-01
1.056000000000e-04	9.999958278574e-01	1.175997663600e+00	1.050336701134e+00	1.050332072445e+00	9.244843113746e-01
1.167100000000e-04	9.999916556800e-01	1.175894093890e+00	1.050447546985e+00	1.050443416814e+00	9.244836953981e-01
1.289800000000e-04	9.999958278052e-01	1.175770395774e+00	1.050457167766e+00	1.050344883015e+00	9.244113819444e-01
1.425400000000e-04	9.999916555407e-01	1.175617489987e+00	1.050363600170e+00	1.050353480816e+00	9.241841518578e-01
1.575400000000e-04	9.999916554363e-01	1.175436107762e+00	1.050377781301e+00	1.050368500786e+00	9.240734501490e-01
1.741000000000e-04	9.999916553318e-01	1.175204652987e+00	1.050388800769e+00	1.050381145222e+00	9.239077900807e-01
1.924200000000e-04	9.999874828411e-01	1.174923123782e+00	1.050305534748e+00	1.050291625966e+00	9.237000288267e-01
2.126500000000e-04	9.999833101066e-01	1.174588802750e+00	1.050326355989e+00	1.050315074814e+00	9.234533225128e-01
2.350200000000e-04	9.999833096887e-01	1.174175915881e+00	1.050251172308e+00	1.050334452258e+00	9.230907965357e-01
2.597300000000e-04	9.999749639063e-01	1.173667036644e+00	1.050287011691e+00	1.050365996819e+00	9.227160013314e-01
2.870500000000e-04	9.999749629661e-01	1.173051805796e+00	1.050324514207e+00	1.050299829396e+00	9.222530309331e-01
3.172400000000e-04	9.999666158950e-01	1.172295365869e+00	1.050270310739e+00	1.050342834785e+00	9.216416133485e-01
3.506000000000e-04	9.999582677790e-01	1.171373365662e+00	1.050230787269e+00	1.050293611485e+00	9.209011644711e-01
3.874800000000e-04	9.999499181997e-01	1.170248906547e+00	1.050204501875e+00	1.050150201255e+00	9.200597357952e-01
4.282300000000e-04	9.999415665995e-01	1.168880875165e+00	1.050187790743e+00	1.050126851390e+00	9.189797034427e-01
4.732700000000e-04	9.999290383443e-01	1.167210706027e+00	1.050094463982e+00	1.050121120211e+00	9.176135881531e-01
5.230400000000e-04	9.999123316036e-01	1.165167258776e+00	1.050128106875e+00	1.050036382263e+00	9.160151280215e-01
5.780500000000e-04	9.998914427674e-01	1.162681363646e+00	1.049984620666e+00	1.049869262261e+00	9.140664489327e-01
6.388400000000e-04	9.998705442154e-01	1.159648214345e+00	1.049873620339e+00	1.049840038197e+00	9.115718808996e-01
7.060300000000e-04	9.998412791232e-01	1.155955792059e+00	1.049814163765e+00	1.049640671606e+00	9.087171085656e-01
7.802800000000e-04	9.998036373056e-01	1.151462484281e+00	1.049595750540e+00	1.049389299630e+00	9.050601540634e-01
8.623500000000e-04	9.997617833650e-01	1.145997542607e+00	1.049550640200e+00	1.049301880765e+00	9.008241838132e-01
9.530400000000e-04	9.997073419542e-01	1.139351218921e+00	1.049271997731e+00	1.049073445266e+00	8.954197080233e-01
1.053300000000e-03	9.996444645217e-01	1.131284612425e+00	1.048994304187e+00	1.048724166170e+00	8.888257536127e-01
1.164000000000e-03	9.995647461089e-01	1.121506982895e+00	1.048731873931e+00	1.048377509412e+00	8.809510125172e-01
1.286500000000e-03	9.994681207492e-01	1.109671826314e+00	1.048401887399e+00	1.047946937961e+00	8.712522049004e-01
1.421800000000e-03	9.993461203139e-01	1.095370028838e+00	1.047941140291e+00	1.047363571233e+00	8.593666867345e-01
1.571300000000e-03	9.992027927429e-01	1.078143094507e+00	1.047382087199e+00	1.046757014772e+00	8.449153689813e-01
1.736600000000e-03	9.990253534144e-01	1.057453735795e+00	1.046773818827e+00	1.045963226212e+00	8.272812489708e-01
1.919200000000e-03	9.988092984117e-01	1.032725360261e+00	1.045955287859e+00	1.045021553988e+00	8.060242432111e-01
2.121000000000e-03	9.985457641693e-01	1.003245685767e+00	1.044991178656e+00	1.043895083684e+00	7.798962288619e-01
