5.810400000000e-06	1.000000000000e+00	1.176692686061e+00	1.050398121777e+00	1.050398121777e+00	9.249712791761e-01
6.421500000000e-06	1.000000000000e+00	1.176692686061e+00	1.050398121777e+00	1.050398121777e+00	9.249709904305e-01
7.096800000000e-06	1.000000000000e+00	1.176692686061e+00	1.050398121777e+00	1.050398121777e+00	9.248854070879e-01
7.843200000000e-06	1.000000000000e+00	1.176692686061e+00	1.050398121777e+00	1.050398121777e+00	9.248851956174e-01
8.668100000000e-06	1.000000000000e+00	1.176692686061e+00	1.050398121776e+00	1.050398121776e+00	9.248849076890e-01
9.579700000000e-06	1.000000000000e+00	1.176692686061e+00	1.050398121777e+00	1.050398121777e+00	9.248841834526e-01
1.058700000000e-05	1.000000000000e+00	1.176692686061e+00	1.050398121777e+00	1.050398121777e+00	9.249752111600e-01
1.170100000000e-05	1.000000000000e+00	1.176688514058e+00	1.050397955323e+00	1.050398121778e+00	9.249742699893e-01
1.293100000000e-05	1.000000000000e+00	1.176688514058e+00	1.050397872660e+00	1.050397955322e+00	9.248883332305e-01
1.429100000000e-05	1.000000000000e+00	1.176688514058e+00	1.050397872661e+00	1.050397872661e+00	9.249786364989e-01
1.579400000000e-05	1.000000000000e+00	1.176684342054e+00	1.050397705385e+00	1.050397872661e+00	9.248917541599e-01
1.745500000000e-05	1.000000000000e+00	1.176684342054e+00	1.050506201027e+00	1.050397622167e+00	9.249814870511e-01
1.929100000000e-05	1.000000000000e+00	1.176680170051e+00	1.050506201027e+00	1.050506201027e+00	9.248942415898e-01
2.132000000000e-05	1.000000000000e+00	1.176675998048e+00	1.050405916626e+00	1.050506113230e+00	9.248978134992e-01
2.356200000000e-05	1.000000000000e+00	1.176671826044e+00	1.050405664000e+00	1.050405750050e+00	9.249010209062e-01
2.604000000000e-05	1.000000000000e+00	1.176667654041e+00	1.050405495453e+00	1.050405580643e+00	9.249947589906e-01
2.877900000000e-05	1.000000000000e+00	1.176659310034e+00	1.050405235516e+00	1.050405495453e+00	9.249110773286e-01
3.180600000000e-05	1.000000000000e+00	1.176650966027e+00	1.050404382947e+00	1.050405153131e+00	9.249177113063e-01
3.515100000000e-05	1.000000000000e+00	1.176642622021e+00	1.050403620936e+00	1.050404124214e+00	9.248376814306e-01
3.884800000000e-05	1.000000000000e+00	1.176635014936e+00	1.050402672934e+00	1.050403447778e+00	9.248479506055e-01
4.293300000000e-05	1.000000000000e+00	1.176618326853e+00	1.050402087713e+00	1.050402504108e+00	9.248557702160e-01
4.744900000000e-05	1.000000000000e+00	1.176601638770e+00	1.050409877832e+00	1.050410473725e+00	9.248747056159e-01
5.243900000000e-05	1.000000000000e+00	1.176580778666e+00	1.050408088214e+00	1.050409541167e+00	9.248899531738e-01
5.795400000000e-05	1.000000000000e+00	1.176556483139e+00	1.050406554278e+00	1.050407746232e+00	9.248228892642e-01
6.404900000000e-05	1.000000000000e+00	1.176523106833e+00	1.050413498929e+00	1.050414689567e+00	9.248494252815e-01
7.078500000000e-05	1.000000000000e+00	1.176490466853e+00	1.050310658352e+00	1.050412301093e+00	9.247912626498e-01
7.823000000000e-05	9.999958279444e-01	1.176440402186e+00	1.050416427025e+00	1.050418642702e+00	9.247395840914e-01
8.645700000000e-05	1.000000000000e+00	1.176382729287e+00	1.050421235551e+00	1.050315040382e+00	9.246988309595e-01
9.555000000000e-05	1.000000000000e+00	1.176316711725e+00	1.050425448537e+00	1.050319589867e+00	9.246674779076e-01
