5.8104000000e-06	2.7588542211e+00
6.4215000000e-06	3.0376055156e+00
7.0968000000e-06	3.3444208409e+00
7.8432000000e-06	3.6823733815e+00
8.6681000000e-06	4.0543393500e+00
9.5797000000e-06	4.4638886757e+00
1.0587000000e-05	4.9148880150e+00
1.1701000000e-05	5.4114045237e+00
1.2931000000e-05	5.9580000850e+00
1.4291000000e-05	6.5599277097e+00
1.5794000000e-05	7.2226450912e+00
1.7455000000e-05	7.9523900559e+00
1.9291000000e-05	8.7556311077e+00
2.1320000000e-05	9.6400746963e+00
2.3562000000e-05	1.0613577511e+01
2.6040000000e-05	1.1686536919e+01
2.8779000000e-05	1.2866597896e+01
3.1806000000e-05	1.4166646301e+01
3.5151000000e-05	1.5597596263e+01
3.8848000000e-05	1.7173324635e+01
4.2933000000e-05	1.8907719647e+01
4.7449000000e-05	2.0817637127e+01
5.2439000000e-05	2.2920927071e+01
5.7954000000e-05	2.5236439870e+01
6.4049000000e-05	2.7784991877e+01
7.0785000000e-05	3.0591051381e+01
7.8230000000e-05	3.3681370329e+01
8.6457000000e-05	3.7083233302e+01
9.5550000000e-05	4.0827813497e+01
1.0560000000e-04	4.4950717420e+01
1.1671000000e-04	4.9488651554e+01
1.2898000000e-04	5.4485402615e+01
1.4254000000e-04	5.9984720358e+01
1.5754000000e-04	6.6039870101e+01
1.7410000000e-04	7.2702468248e+01
1.9241000000e-04	8.0037256871e+01
2.1265000000e-04	8.8106391194e+01
2.3502000000e-04	9.6988715592e+01
2.5973000000e-04	1.0675720130e+02
2.8705000000e-04	1.1750888636e+02
3.1724000000e-04	1.2934077708e+02
3.5060000000e-04	1.4234520822e+02
3.8747000000e-04	1.5664367976e+02
4.2823000000e-04	1.7235701388e+02
4.7326000000e-04	1.8961931979e+02
5.2304000000e-04	2.0859741640e+02
5.7804000000e-04	2.2940764422e+02
6.3884000000e-04	2.5225596892e+02
7.0603000000e-04	2.7730627703e+02
7.8028000000e-04	3.0475019438e+02
8.6234000000e-04	3.3480275404e+02
9.5303000000e-04	3.6766534213e+02
1.0533000000e-03	4.0357425883e+02
1.1640000000e-03	4.4274683496e+02
1.2865000000e-03	4.8542299312e+02
1.4218000000e-03	5.3182075985e+02
1.5713000000e-03	5.8219227147e+02
1.7365000000e-03	6.3672478884e+02
1.9192000000e-03	6.9565259399e+02
2.1210000000e-03	7.5908371482e+02
2.3441000000e-03	8.2718734226e+02
2.5906000000e-03	9.0004007250e+02
2.8631000000e-03	9.7763920176e+02
3.1642000000e-03	1.0598971715e+03
3.4970000000e-03	1.1468110462e+03
3.8647000000e-03	1.2379115313e+03
4.2712000000e-03	1.3330074761e+03
4.7204000000e-03	1.4314902377e+03
5.2169000000e-03	1.5327125231e+03
5.7655000000e-03	1.6360145744e+03
6.3719000000e-03	1.7401532892e+03
7.0420000000e-03	1.8441651208e+03
7.7826000000e-03	1.9461400419e+03
8.6011000000e-03	2.0443170285e+03
9.5057000000e-03	2.1364418109e+03
1.0505000000e-02	2.2201392015e+03
1.1610000000e-02	2.2927269636e+03
1.2831000000e-02	2.3509008670e+03
1.4181000000e-02	2.3913834988e+03
1.5672000000e-02	2.4112717556e+03
1.7321000000e-02	2.4071738742e+03
1.9142000000e-02	2.3763719937e+03
2.1155000000e-02	2.3171678794e+03
2.3380000000e-02	2.2292757814e+03
2.5839000000e-02	2.1141085331e+03
2.8557000000e-02	1.9760972338e+03
3.1560000000e-02	1.8219041751e+03
3.4879000000e-02	1.6607805120e+03
3.8548000000e-02	1.5037783132e+03
4.2602000000e-02	1.3612873736e+03
4.7082000000e-02	1.2414349750e+03
5.2034000000e-02	1.1472945575e+03
5.7506000000e-02	1.0741991725e+03
6.3554000000e-02	1.0090093271e+03
7.0238000000e-02	9.3279032431e+02
7.7625000000e-02	8.3046515552e+02
8.5789000000e-02	7.0453734704e+02
9.4812000000e-02	5.7983794669e+02
1.0478000000e-01	4.8698065990e+02
1.1580000000e-01	4.3532755492e+02
1.2798000000e-01	4.0009283213e+02
1.4144000000e-01	3.4510696921e+02
1.5632000000e-01	2.7457171924e+02
1.7276000000e-01	2.2706118830e+02
1.9093000000e-01	2.0335069664e+02
2.1101000000e-01	1.6932818082e+02
2.3320000000e-01	1.3509862737e+02
2.5773000000e-01	1.1678265645e+02
2.8483000000e-01	9.4740621586e+01
3.1479000000e-01	7.8229649573e+01
3.4789000000e-01	6.4188209856e+01
3.8448000000e-01	5.2489888637e+01
4.2492000000e-01	4.2581226957e+01
4.6961000000e-01	3.4680341246e+01
5.1900000000e-01	2.8022782102e+01
5.7358000000e-01	2.2590504467e+01
6.3390000000e-01	1.8171438880e+01
7.0057000000e-01	1.4576499985e+01
7.7425000000e-01	1.1662126491e+01
8.5568000000e-01	9.3079447784e+00
9.4567000000e-01	7.4111114786e+00
1.0451000000e+00	5.8876527645e+00
1.1550000000e+00	4.6675119199e+00
1.2765000000e+00	3.6928118650e+00
1.4108000000e+00	2.9159629982e+00
1.5591000000e+00	2.2982900664e+00
1.7231000000e+00	1.8081561329e+00
1.9043000000e+00	1.4201861508e+00
2.1046000000e+00	1.1137530827e+00
2.3260000000e+00	8.7198683507e-01
2.5706000000e+00	6.8172517463e-01
2.8410000000e+00	5.3221422382e-01
3.1397000000e+00	4.1492970925e-01
3.4700000000e+00	3.2306776052e-01
3.8349000000e+00	2.5122417255e-01
4.2382000000e+00	1.9512889365e-01
4.6839000000e+00	1.5138088444e-01
5.1766000000e+00	1.1731261667e-01
5.7210000000e+00	9.0810601734e-02
6.3227000000e+00	7.0225803411e-02
6.9876000000e+00	5.4252855764e-02
7.7225000000e+00	4.1872352994e-02
8.5347000000e+00	3.2288412216e-02
9.4323000000e+00	2.4874982703e-02
1.0424000000e+01	1.9147801546e-02
1.1521000000e+01	1.4726787836e-02
1.2732000000e+01	1.1317906555e-02
1.4071000000e+01	8.6911350754e-03
1.5551000000e+01	6.6688549670e-03
1.7187000000e+01	5.1134642458e-03
1.8994000000e+01	3.9180618427e-03
2.0992000000e+01	3.0000603049e-03
2.3200000000e+01	2.2955067770e-03
2.5640000000e+01	1.7553709786e-03
2.8336000000e+01	1.3413827970e-03
3.1316000000e+01	1.0243096145e-03
3.4610000000e+01	7.8178235713e-04
3.8250000000e+01	5.9626059295e-04
4.2273000000e+01	4.5447664648e-04
4.6718000000e+01	3.4618518208e-04
5.1632000000e+01	2.6352572259e-04
