5.8104000000e-06	4.4692274596e-01
6.4215000000e-06	4.9207928202e-01
7.0968000000e-06	5.4178216150e-01
7.8432000000e-06	5.9652906065e-01
8.6681000000e-06	6.5678599431e-01
9.5797000000e-06	7.2313127715e-01
1.0587000000e-05	7.9619115265e-01
1.1701000000e-05	8.7662478045e-01
1.2931000000e-05	9.6517112437e-01
1.4291000000e-05	1.0626807101e+00
1.5794000000e-05	1.1700384041e+00
1.7455000000e-05	1.2882327834e+00
1.9291000000e-05	1.4183757374e+00
2.1320000000e-05	1.5616755333e+00
2.3562000000e-05	1.7193556035e+00
2.6040000000e-05	1.8931703914e+00
2.8779000000e-05	2.0843359636e+00
3.1806000000e-05	2.2949388837e+00
3.5151000000e-05	2.5267475794e+00
3.8848000000e-05	2.7820097309e+00
4.2933000000e-05	3.0629752414e+00
4.7449000000e-05	3.3723751019e+00
5.2439000000e-05	3.7131013422e+00
5.7954000000e-05	4.0882073955e+00
6.4049000000e-05	4.5010650802e+00
7.0785000000e-05	4.9557145506e+00
7.8230000000e-05	5.4562712525e+00
8.6457000000e-05	6.0072635033e+00
9.5550000000e-05	6.6138709541e+00
1.0560000000e-04	7.2818871276e+00
1.1671000000e-04	8.0170338245e+00
1.2898000000e-04	8.8263701005e+00
1.4254000000e-04	9.7174172736e+00
1.5754000000e-04	1.0698204551e+01
1.7410000000e-04	1.1777757048e+01
1.9241000000e-04	1.2965858645e+01
2.1265000000e-04	1.4273555274e+01
2.3502000000e-04	1.5712421542e+01
2.5973000000e-04	1.7295076840e+01
2.8705000000e-04	1.9037095084e+01
3.1724000000e-04	2.0954547526e+01
3.5060000000e-04	2.3061774362e+01
3.8747000000e-04	2.5378022466e+01
4.2823000000e-04	2.7924854883e+01
4.7326000000e-04	3.0723046754e+01
5.2304000000e-04	3.3798080601e+01
5.7804000000e-04	3.7172048020e+01
6.3884000000e-04	4.0877094179e+01
7.0603000000e-04	4.4939272858e+01
7.8028000000e-04	4.9389796157e+01
8.6234000000e-04	5.4265368160e+01
9.5303000000e-04	5.9599457865e+01
1.0533000000e-03	6.5428143340e+01
